Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
fatty acid beta-oxidation (GO:0006635),0.7321370956121913,1.03240571251722,0.292,0.9450906940571647,51,28,ETFDH;ACOXL;ACAA1;DECR2;ECI2;ECHS1;ABCD1;HIBCH;ACADS;IVD;ETFB;HADH;ECHDC2;NDUFAB1;ETFA;AMACR;MECR;DECR1;PPARD;MCAT;ACAD10;AUH;ACOX2;ACAT2;CRAT;HSD17B4;HADHB;HADHA,ETFDH;ACOXL;ACAA1;DECR2;ECI2;ECHS1;ABCD1;HIBCH
protein processing (GO:0016485),0.7333109032649466,1.03383695267685,0.291,0.9452507586890733,102,30,CLN3;CTSH;TYSND1;APH1B;UQCRC2;ECE1;ADAMTS13;RHBDL1;CLN5;PMPCA;RHBDF2;HM13;FXN;GZMB;PCSK5;PROZ;KLK2;SPPL3;PTCH1;F12;KLK3;XPNPEP3;KLK1;PCSK6;UQCRC1;IMMP2L;IMMP1L;SPPL2B;PCSK9;GAS6,CLN3;CTSH;TYSND1;APH1B;UQCRC2;ECE1;ADAMTS13;RHBDL1;CLN5
regulation of osteoblast differentiation (GO:0045667),0.7357031952079994,1.0294331999032056,0.324,0.947754207347317,70,24,SNAI2;BMPR2;CHRD;BMP6;ATRAID;SEMA4D;SUFU;TRPM4;MEN1;ACVR1;SKI;PTCH1;PRKD1;NPNT;AXIN2;ZHX3;BMPR1B;BMPR1A;LIMD1;CTNNBIP1;BMP7;ACVR2A;LRP5;PTK2,SNAI2;BMPR2;CHRD
regulation of angiogenesis (GO:0045765),0.7226059358114084,1.0296351802735568,0.298,0.9483134907770661,178,37,CTSH;TGFB2;MTDH;GTF2I;KRIT1;GATA4;SEMA5A;GAB1;STIM1;NOS3;MECP2;AQP1;HMGA2;HSPB1;VASH2;HSPG2;PLXND1;EMP2;SYNJ2BP;SPHK1;AGO1;IL1B;KLK3;PRKD1;VEGFB;ATF2;CHRNA7;AGO2;BRCA1;PPARG;HIPK2;EGLN1;PDE3B;ITGB8;DAB2IP;PRKCA;HIF1A,CTSH;TGFB2;MTDH;GTF2I;KRIT1;GATA4;SEMA5A;GAB1;STIM1
calcium ion transmembrane transport (GO:0070588),0.7391508157438108,1.0338843304838121,0.3,0.9483856803686944,87,25,RYR3;TRPV1;ATP2A3;FKBP1A;SLC24A1;PMPCA;TRPM2;GPRIN1;MICU1;TRPA1;TRPM4;MCUB;TRPM3;CACNA1D;CACNB3;SLC25A23;TRPC3;MCOLN2;TRPC4AP;ATP2C2;PKD2;GRIN2B;GAS6;ATP2C1;MCU,RYR3;TRPV1;ATP2A3;FKBP1A;SLC24A1;PMPCA;TRPM2
positive regulation of cysteine-type endopeptidase activity (GO:2001056),0.7454892599021194,1.0296909758941317,0.346,0.9511271950057235,56,18,CASC2;BCAP31;GPER1;FIS1;ACVR1C;BAD;MAP3K5;GPRIN1;NOD1;FADD;PPM1F;CYFIP2;CYCS;DAPK1;MYC;GRIN2B;ASPH;GRAMD4,CASC2;BCAP31;GPER1
positive regulation of cell proliferation (GO:0008284),0.7028283243568314,1.0289426403034687,0.183,0.9520449132419964,425,110,ADAM17;CTSH;PHIP;FZD9;TMEM250;SCX;TGFB2;GPER1;ACER3;SLC25A5;CEP131;TET1;HILPDA;ITGB1BP1;CAPN1;HNRNPU;RNF187;SIX2;CHRD;HSF1;NOD2;ASH2L;TNFSF13B;ZNF703;TNFSF13;RBPJ;PDGFRB;PDGFC;BMP6;FXN;HAS2;TBRG4;FGF20;PDGFB;MECP2;BAD;KDM4C;AQP1;CALR;HMGA2;TERT;FGFR1;RTKN2;PRMT1;TRPM4;MAP3K3;EMP2;SPHK1;NES;REG1A;TNFRSF11A;PROX1;AKT1;TIAM1;MVD;GAB2;KIF14;IL1B;CDC7;FER;CDK4;NACC1;INSM1;E2F1;PRAME;CNOT6L;MLXIPL;CNBP;CDC123;CHRNA7;FOXM1;CHP2;RPRD1B;PDF;STX3;LEF1;DLL1;AKT2;HDAC4;GRK5;NTRK2;BMPR1A;INSR;PAK1;PRC1;BIRC5;MYC;LAMC1;FGFR4;KIF20B;NUDT16;FN1;SAPCD2;IGF1R;TGFBR3;EIF5A;AKR1C3;CDCA7L;DLL4;STOX1;EGFR;LAMB1;GAS6;SOX4;CCND2;LRP5;TBX2;PTK2;PTEN;AKR1C2,ADAM17;CTSH;PHIP;FZD9;TMEM250;SCX;TGFB2;GPER1;ACER3;SLC25A5;CEP131;TET1;HILPDA;ITGB1BP1;CAPN1;HNRNPU;RNF187;SIX2;CHRD;HSF1;NOD2;ASH2L;TNFSF13B;ZNF703;TNFSF13;RBPJ;PDGFRB;PDGFC;BMP6;FXN;HAS2
positive regulation of neuron projection development (GO:0010976),0.7317079114703924,1.0314346098059461,0.314,0.9534209722000363,98,27,PACSIN1;FZD1;PTK7;PLXNC1;AMIGO1;CX3CL1;SLIT2;RAPGEF2;CAMK1;ROBO2;PLXND1;P3H1;PLXNB1;PRKD1;CBFA2T2;NTRK2;ARSB;COBL;BMP7;SYT17;DAB2IP;TENM3;RAPGEF1;ARHGAP35;ROBO1;CAMK1D;NEDD4L,PACSIN1;FZD1;PTK7
positive regulation of mitochondrion organization (GO:0010822),0.7282969228419875,1.030227654309667,0.29,0.9535909524949222,129,34,HPS4;CSNK2A2;BID;GPER1;MUL1;ZBTB17;PINK1;PPIF;BAP1;ZDHHC8;FIS1;HTT;BAD;MICALL2;DPH6;FBXW7;PPARGC1A;KAT2A;UBE2L3;HHAT;PEMT;PPARGC1B;PRELID3A;PSMD8;GSK3B;NKAP;DTWD2;BIK;CAMKK2;DDHD1;SAE1;HUWE1;SREBF2;STARD7,HPS4;CSNK2A2;BID;GPER1;MUL1;ZBTB17;PINK1;PPIF;BAP1;ZDHHC8;FIS1
regulation of phosphorylation (GO:0042325),0.7277070283911032,1.0297680136607363,0.324,0.9536257048969119,120,29,PHIP;NUP85;PINK1;CCDC88A;BARD1;ITGA6;NUP62;HSPB1;AAAS;EMP2;NUP214;CDKN1C;FER;CDKN2C;NOP53;NUP155;NUP93;NRP1;NUP205;BMP7;IKBKB;MCM7;UQCC2;FN1;RANBP2;EGFR;NUP210;APP;PTK2,PHIP;NUP85;PINK1;CCDC88A;BARD1;ITGA6
cellular response to calcium ion (GO:0071277),0.7478030113704834,1.0304264805204595,0.358,0.9544106901483086,43,16,RYR3;CAPN3;PPIF;GPLD1;TRPM2;CARF;CAMK2D;CHP2;DMTN;CPNE1;CPNE7;ADD1;PKD2;SLC25A24;AKR1C3;DPEP1,RYR3;CAPN3;PPIF;GPLD1;TRPM2
positive regulation of ossification (GO:0045778),0.7521992826141082,1.0282834319146426,0.37,0.9552746945587793,53,16,FZD9;TGFB2;BMPR2;TFAP2A;BMP6;ATRAID;ACVR1;PRKD1;NPNT;ZHX3;BMPR1B;BMPR1A;CTNNBIP1;BMP7;PKDCC;ACVR2A,FZD9;TGFB2;BMPR2;TFAP2A;BMP6
antigen processing and presentation of exogenous peptide antigen (GO:0002478),0.73081652752243,1.0307444501759908,0.3,0.9568178562454472,98,28,FCER1G;RACGAP1;DCTN3;ACTR1A;KIF3C;RILP;AP2M1;KIF4A;CENPE;DYNC1I1;ACTR1B;SEC24A;KIF11;SPTBN2;AP2A2;KIF22;KIF15;CAPZB;OSBPL1A;AP1S3;AP2B1;AP1G1;KIF26A;SH3GL2;DCTN1;ARF1;DNM2;SAR1B,FCER1G;RACGAP1;DCTN3;ACTR1A;KIF3C;RILP;AP2M1
actin filament bundle assembly (GO:0051017),0.7540708842293913,1.0297834616968233,0.364,0.9571242254484529,38,15,BAIAP2;FSCN2;PLS3;ESPN;PAWR;RHOBTB2;PDXP;SHROOM1;HSP90B1;ADD2;RHOBTB1;USH1C;DMTN;ADD1;EPS8,BAIAP2;FSCN2;PLS3;ESPN
regulation of protein kinase B signaling (GO:0051896),0.7220059987371342,1.0304526634670539,0.272,0.9577589295348741,164,40,PHLPP2;GPER1;MTDH;MUL1;PINK1;ITGB1BP1;MC1R;SEMA5A;ENG;GAB1;PDGFRB;FAM110C;FGF20;PDGFB;PIK3R5;FGFR1;HYAL2;AKT1;TNFAIP8L3;NOP53;HIP1;INSR;CPNE1;DAG1;PTPRJ;PHLPP1;RACK1;FGFR4;FRS2;PIK3R1;AKR1C3;PIK3CB;EGFR;PPP2R5C;GAS6;INPP5K;KIT;PTK2;PTEN;AKR1C2,PHLPP2;GPER1;MTDH;MUL1;PINK1;ITGB1BP1;MC1R;SEMA5A;ENG;GAB1
regulation of neuron death (GO:1901214),0.7438866681148941,1.0309141802164135,0.334,0.9578853344447282,73,19,CTSZ;MAPT;SARM1;RILPL1;MAP3K5;NAE1;RAB29;PPARGC1A;AKT1;KIF14;GSK3B;CHRNA7;PICALM;FAIM2;SIGMAR1;GRIN2B;TRIM2;DHCR24;PCSK9,CTSZ;MAPT;SARM1;RILPL1
neutrophil mediated immunity (GO:0002446),0.7031981965836966,1.028343291495634,0.209,0.9579564976396376,488,107,ADAM17;CTSZ;SURF4;CTSH;FCER1G;TNFRSF1B;RAB10;DPP7;TSPAN14;ACAA1;SERPINB1;EPX;APEH;CAPN1;AGL;ATP8A1;PRCP;IGF2R;ALAD;ATP11A;CAT;CFD;DEGS1;TLR2;NFAM1;TRPM2;ATAD3B;HSPA1A;EEF2;METTL7A;SIRPA;ACLY;ATP8B4;DERA;TUBB4B;GM2A;ASAH1;DGAT1;PSMD14;APRT;STXBP3;PTGES2;GSN;IDH1;HFE;MGST1;DOK3;GAA;ERP44;SLC15A4;RAB3D;RAB27A;ACTR1B;ARHGAP45;PPIA;HSPA1B;CYB5R3;HSP90AB1;BST2;KPNB1;ANPEP;SERPINB6;KCMF1;ARMC8;GSDMD;DNAJC13;CKAP4;LPCAT1;KCNAB2;CRACR2A;AP2A2;PGM1;TXNDC5;IQGAP2;HGSNAT;ARSB;ALDH3B1;SERPINA1;CPNE1;CPPED1;GPI;CYBA;PTPRJ;ALDOC;RNASET2;PFKL;APAF1;QSOX1;TUBB;NBEAL2;HUWE1;PLD1;MLEC;CAB39;FTH1;CD44;NFKB1;MME;PIGR;ATG7;CD59;VCL;CTSC;PSMD1;GLB1;CYFIP1;OLFM4,ADAM17;CTSZ;SURF4;CTSH;FCER1G;TNFRSF1B;RAB10;DPP7;TSPAN14;ACAA1;SERPINB1;EPX;APEH;CAPN1;AGL;ATP8A1;PRCP;IGF2R;ALAD;ATP11A;CAT;CFD;DEGS1;TLR2;NFAM1;TRPM2;ATAD3B
negative regulation of cellular process (GO:0048523),0.6970503977986883,1.026154189428859,0.178,0.982836138784626,535,149,PPP2R1A;ITGA1;PIWIL4;WNT9A;KLF11;TGFB2;GPER1;TGFBI;FHL1;MUL1;ZBTB17;NANOS1;TP53I11;BMPR2;ESR2;TCHP;ITGB1BP1;PARP16;DLG5;TNS2;ARHGAP1;SEMA5A;FBLN1;BAP1;RBBP7;CD9;ING5;GPLD1;EMP3;TBRG1;TFAP2A;FABP6;PLXNC1;SULT2B1;HSPA1A;NOS3;BTN2A2;MT3;SIPA1;MXD4;BAD;PINX1;MYBL1;TP53I13;NAIF1;ST18;SLIT2;COPS8;ACTN1;NUP62;RAPGEF2;THAP12;IP6K2;GMNN;CDKN3;DNAJA3;SEMA4D;EIF2AK2;TP53BP2;ROR2;JADE1;PLXND1;P3H1;MEN1;CTBP2;FKTN;PDE8A;SKI;HYAL2;ZP3;PROX1;IGFBP3;NPAS2;STK11;PLXNB1;WNT11;PODXL;IL1B;HSPA1B;TFAP4;BST2;ENO1;CBLL1;TMEM109;SH3BP4;INSM1;ING4;PRAME;CDKN2C;KANK2;PRKD1;RPS6KA2;FOXM1;AXIN2;KCNH2;TESC;ADAM22;CGREF1;HIST1H2AB;RAD18;ENPP1;DLL1;PSRC1;SMAD3;SMYD2;SMARCB1;PTPRJ;CDK10;CTBP1;NF2;NDRG3;WNK2;KAT2B;BMP7;MYC;VHL;SMAD6;RACK1;ADARB1;CASK;CCDC85B;ATG5;OSGIN2;PKD2;PDE3B;PKDCC;DIS3L2;NEURL1;DAB2IP;BCL2;VPS13C;NCK2;TGFBR3;CAB39;APBB2;DLL4;FTH1;PPP2R5C;CCAR2;LRPAP1;SOX4;STK39;PTPRK;APP;NEDD4L;DDAH1;PTEN;SMARCA2;ARID2,PPP2R1A;ITGA1;PIWIL4;WNT9A;KLF11;TGFB2;GPER1;TGFBI;FHL1;MUL1;ZBTB17;NANOS1;TP53I11;BMPR2;ESR2;TCHP;ITGB1BP1;PARP16;DLG5;TNS2;ARHGAP1;SEMA5A;FBLN1;BAP1;RBBP7;CD9;ING5;GPLD1;EMP3;TBRG1;TFAP2A
regulation of cellular macromolecule biosynthetic process (GO:2000112),0.6969176671912042,1.026277085584672,0.189,0.9847209669085905,632,148,PPP2R1A;GCFC2;ZNF184;CHD7;HOXD13;ZNF837;ZNF8;NFATC2;TCOF1;ZNF45;ZNF132;ZNF665;ZNF302;ESR2;ZNF587;BCL11B;ZNF514;ZNF250;GATA4;PRKCQ;ASH2L;ENG;ZNF3;CCDC88A;HDAC10;MYCBP;ZNF630;ZNF703;USP3;ZNF350;SRSF10;MZF1;RBM4B;ZNF672;ZNF696;ZNF605;ZNF74;EHMT2;UBTF;CARM1;NOTCH2;KLRG1;WTIP;ZNF81;CALR;HMGA2;HMGB3;DSCC1;TFEB;ZNF429;RB1;PRMT7;ZNF22;MLF2;PRMT1;EZH2;ZNF358;TCF3;ZNF544;SUFU;ARNT2;TCF7;ZNF347;ZNF33A;ZNF26;PPARGC1A;SUPT3H;ZNF182;PATZ1;HSF4;RPS6KA5;ZNF227;ZMYND8;RPL10;UBE2L3;MTPN;ASCC1;SLC2A4RG;ZNF775;KAT6B;HMG20B;ZFP14;TCF20;SAP30L;TOX3;TGIF2;ZNF516;SP3;PHF21A;NR6A1;E2F1;CYFIP2;ZNF395;PPARGC1B;RPS6KA4;GTF2IRD1;ZNF607;MLXIPL;CNBP;CDC123;ESRRA;NR1D2;ZFHX3;ATF2;PRMT2;ZNF37A;CHEK2;POU5F1B;ZMYND11;LEF1;TOX;ATRX;LIMD1;INSR;RFX3;TCFL5;NLK;HLTF;SSBP2;USP37;NUCKS1;ZNF12;VHL;FADS1;ATXN2;PRMT3;BAZ1A;SUPT4H1;DACH1;ERC1;TEAD2;MLLT6;APBB2;MYB;NCOA2;METAP1;HIVEP2;HIF1A;SOX4;HES6;ZBTB38;DNM2;APP;JMJD1C;ASCL2;SMARCA2;NFIA;CYFIP1,PPP2R1A;GCFC2;ZNF184;CHD7;HOXD13;ZNF837;ZNF8;NFATC2;TCOF1;ZNF45;ZNF132;ZNF665;ZNF302;ESR2;ZNF587;BCL11B;ZNF514;ZNF250;GATA4;PRKCQ;ASH2L;ENG;ZNF3;CCDC88A;HDAC10;MYCBP;ZNF630;ZNF703;USP3;ZNF350
iron ion homeostasis (GO:0055072),0.7444898936594316,1.0257130690831742,0.376,0.9861172224900077,64,16,ATP6V0D1;NEDD8;SLC46A1;BMP6;FXN;HFE;SLC40A1;NUBP1;ATP6V0A2;CYBRD1;ABCB7;ACO1;PICALM;MYC;FTH1;NEO1,ATP6V0D1;NEDD8;SLC46A1;BMP6;FXN
positive regulation of neuron differentiation (GO:0045666),0.7267810959468369,1.0251783497211242,0.348,0.9873872161844542,99,28,FZD1;NBL1;PTK7;FGF20;HEYL;CX3CL1;PCP4;FGFR1;RAPGEF2;CAMK1;TCF3;NRCAM;P3H1;ZC4H2;PROX1;ASCL1;PRKD1;CBFA2T2;NTRK2;ARSB;CPNE1;TCF12;DAB2IP;TENM3;RAPGEF1;ARHGAP35;ATOH1;CAMK1D,FZD1;NBL1;PTK7
mitochondrial transport (GO:0006839),0.7180940189898696,1.0253792276833835,0.337,0.9877772804215478,136,36,TOMM5;DNLZ;CHCHD4;PINK1;SLC25A5;PPIF;TOMM22;SLC25A35;FIS1;TIMM10;SLC25A42;BAD;TIMM17B;TOMM40L;AIP;TIMM21;TIMM13;SLC25A39;SLC25A43;TIMM50;HSPD1;COX5B;TSPO;SLC25A40;GDAP1;SLC25A26;SLC25A23;SLC25A27;SLC25A12;SLC25A10;SLC25A13;SLC25A1;CYC1;BCL2;SLC25A24;SLC25A20,TOMM5;DNLZ;CHCHD4;PINK1;SLC25A5;PPIF;TOMM22;SLC25A35
"transcription, DNA-templated (GO:0006351)",0.7040415707274755,1.0230857752507059,0.265,0.9883353034598622,357,80,HOXD13;TADA2A;HLF;KLF11;SCX;POU2AF1;NFATC2;GTF2I;BMPR2;PMF1;GATA4;HSF1;TARDBP;ASH2L;DVL2;TRPS1;POLRMT;MLLT1;POLR2E;TAF6L;MMS19;NAT14;GLIS3;UBTF;NFIC;MNAT1;ZNF202;DVL1;NELFB;NUP62;SNAPC2;NFE2L3;NFIX;TCF3;ERCC2;PAX6;USF2;SUPT5H;MRPL12;TAF4B;GTF3C3;GTF3C2;KAT2A;HSF2;TRIM24;ERCC3;ZNF516;GMEB2;TSC22D1;E2F1;POLR2J;ZFHX3;THRA;LEF1;CBFB;YBX2;TCFL5;IRF7;NFX1;PIR;NCOR1;BAZ1A;ASH1L;SUPT4H1;POLR2D;COPS2;CDX2;ARRB1;NCOA1;HIPK3;HIVEP2;HIF1A;RNGTT;ATOH1;NFKB1;PARP1;MLLT3;ZNF148;ASCL2;IVNS1ABP,HOXD13;TADA2A;HLF;KLF11;SCX;POU2AF1;NFATC2;GTF2I;BMPR2;PMF1;GATA4;HSF1;TARDBP;ASH2L;DVL2;TRPS1;POLRMT;MLLT1
DNA replication (GO:0006260),0.712083234536068,1.0248110579316452,0.286,0.9898241083227087,121,55,RAD9A;RFC2;CDC25C;DONSON;ARTN;RBM14;ORC4;ING5;DUT;TBRG1;BARD1;RBBP8;POLD2;CHEK1;RNASEH2A;SET;POLE2;MCM2;CDC45;MCM10;RMI2;TOP1;TOP1MT;RECQL4;TICRR;FAM111A;CDC7;POLL;NASP;NT5M;WDHD1;PIF1;ING4;RECQL5;BRCA1;MCM6;FEN1;MCM5;POLE;RFC4;TIMELESS;ATR;WRN;RPA1;MCM7;BAZ1A;POLK;POLD1;BRIP1;DBF4;RBMS1;ATM;MCM3;RAD50;POLA1,RAD9A;RFC2;CDC25C;DONSON;ARTN;RBM14;ORC4;ING5;DUT;TBRG1;BARD1
negative regulation of cell adhesion (GO:0007162),0.7329029962059156,1.0231898956294276,0.356,0.9902926938917999,66,22,SNAI2;TGFBI;ITGB1BP1;SEMA5A;FBLN1;PLXNC1;SIPA1;B4GALNT2;SEMA4D;PLXND1;PLXNB1;PODXL;SPINT2;CBLL1;ADAM22;CDH1;DMTN;NF2;TBCD;PDE3B;PTPRO;PTK2,SNAI2;TGFBI;ITGB1BP1;SEMA5A;FBLN1
modification-dependent protein catabolic process (GO:0019941),0.7184671987348619,1.023259489328019,0.319,0.9927259731849177,142,42,NEDD8;FBXL14;PINK1;AMFR;ARRDC1;HACE1;RLIM;FBXO8;PSMD14;FBXL4;BTRC;RANBP3;FBXW4;UBE2S;UBA7;RNF8;TTC3;UBE2L3;PCYOX1L;RNF213;STUB1;UBL4A;DTL;ZNRF3;UHRF1;USP33;TRPC4AP;RANBP1;PCYOX1;OS9;NEDD4;PSMF1;RNF217;UBE2K;ARRB1;UBR5;RANBP2;RNF43;ITCH;NEDD4L;UBA6;UBE2G2,NEDD8;FBXL14;PINK1;AMFR;ARRDC1;HACE1
positive regulation of neurogenesis (GO:0050769),0.7285887977683378,1.0234414403543233,0.367,0.9935815195539702,70,27,GPER1;NBL1;BHLHB9;LRP2;SHANK3;HEYL;PCP4;FGFR1;RAPGEF2;TCF3;NRCAM;SHTN1;ZC4H2;ASCL1;RGS14;NUMB;CPNE1;DISC1;KIF20B;NIPBL;TCF12;NEURL1;DAB2IP;SEMA3A;FZD3;ZNF609;ATOH1,GPER1;NBL1;BHLHB9;LRP2;SHANK3
translational termination (GO:0006415),0.7218683420938999,1.024309538534143,0.319,0.9942689803846946,97,31,MRPL3;MRPL45;MRPL57;APEH;MRPL27;MRPL36;MRPS33;MRPL52;MRRF;PTCD3;MRPL54;AURKAIP1;MRPL12;MRPS28;MRPS18A;MRPL48;MRPL11;MRPL41;MRPL34;MRPL16;MRPS26;GADD45GIP1;MRPS27;MRPS2;MRPL1;MRPL23;MRPS25;MRPS34;MRPL24;MRPS6;MRPS22,MRPL3;MRPL45;MRPL57;APEH;MRPL27;MRPL36;MRPS33
response to endoplasmic reticulum stress (GO:0034976),0.7242744039422615,1.02152388970015,0.345,0.9953905944914623,107,31,ITPR1;FLOT1;SCAMP5;AMFR;AIFM1;TXNDC11;MAP3K5;RNF185;WFS1;RHBDD1;ERP44;UBXN6;HSP90B1;HSPA5;ERN2;PDIA4;GSK3B;DNAJC10;TXNDC5;OS9;ATG10;PIK3R1;DAB2IP;BCL2;HYOU1;TMX3;ATF6;RASGRF2;TMEM117;TMTC3;PDIA6,ITPR1;FLOT1;SCAMP5;AMFR
axon guidance (GO:0007411),0.7101871765929043,1.0237582200000046,0.303,0.9957264487241061,159,50,EVL;EFNA2;SPTBN1;ARTN;PRKCQ;GAB1;CXCL12;SHANK3;DOK4;NELL2;KIRREL1;NRTN;PLXNC1;CHN1;SLIT2;MLF2;ROBO2;PLXND1;SH3KBP1;RPS6KA5;PLXNB1;GAB2;ALCAM;MAPK3;CYFIP2;GPC1;OPHN1;NFIB;SPTBN2;RAP1GAP;NRP1;ENAH;USP33;EFNA5;FRS2;PIK3R1;SEMA3A;EPHB3;PIK3CB;ARHGAP35;PRKCA;NRXN3;ROBO1;SOS1;ANOS1;SEMA3C;PTPRO;PTK2;EPHB2;CYFIP1,EVL;EFNA2;SPTBN1;ARTN;PRKCQ;GAB1;CXCL12;SHANK3;DOK4;NELL2;KIRREL1;NRTN;PLXNC1
cellular response to organic substance (GO:0071310),0.717901289234465,1.0210269866890669,0.345,0.9960759444931698,134,35,AVPR2;NANOS1;NCOA3;IL18BP;PDGFB;PPARA;SLIT2;AKAP6;ROBO2;MAP2K5;SIGIRR;JUND;PTPN9;STAT5B;IL1B;MAPK12;SOCS2;MAPK11;MAPK3;MLXIPL;LEF1;SMAD3;IL18R1;RACK1;MAPK8;RAMP1;NCOA1;NCOA2;GHR;INPP5K;PTPN18;PTPN4;MME;URI1;MAPK9,AVPR2;NANOS1;NCOA3;IL18BP
cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742),0.7272920664349778,1.0212261942560854,0.364,0.9964853958087144,143,27,PCDHB11;TGFB2;PCDHB10;SMAGP;CLDN14;PCDHB13;DSG2;AMIGO1;CLDN15;PCDHB14;ROBO2;ACVR1;ERCC2;ALCAM;CDH24;FGFRL1;CADM1;CDH1;ADGRL1;CADM4;NECTIN3;CD200;TENM3;CLDN2;ATP2C1;ROBO1;PTPRD,PCDHB11;TGFB2;PCDHB10;SMAGP;CLDN14;PCDHB13
positive regulation of mitotic cell cycle (GO:0045931),0.7430339879955871,1.023483989364313,0.375,0.9964877070589986,53,17,PHIP;NUSAP1;FOXA1;HSF1;PDGFRB;PDGFB;NUP62;XRCC3;SPHK1;IL1B;PCID2;ASNS;INSR;PKN2;PRKCA;LRP5;APP,PHIP;NUSAP1;FOXA1;HSF1
negative regulation of macromolecule metabolic process (GO:0010605),0.7157914668033819,1.0207699503544236,0.336,0.9966340731734352,125,38,TGFB2;GPER1;PINK1;MAPT;TARDBP;ENG;PDGFB;MECP2;OPRD1;NOTCH2;LDLR;TERT;RB1;MYCN;AES;SMO;PARP9;PC;YY1;CD46;PICALM;NDFIP2;CPNE1;VHL;ATXN2;RACK1;MAP2K2;ITGB8;FLOT2;RBL2;DLL4;STOX1;PCSK9;LRPAP1;HIF1A;NFKB1;APP;ZNF148,TGFB2;GPER1;PINK1;MAPT;TARDBP;ENG
regulation of neuron apoptotic process (GO:0043523),0.726612166065165,1.0215853048728814,0.361,0.9978650877793737,90,27,CLN3;FZD9;TGFB2;PINK1;AGAP2;BHLHB9;KDM2B;TFAP2A;FGF20;MT3;NAE1;MSH2;SIX4;WFS1;SET;TP73;PPARGC1A;ERCC2;NRBP2;KIF14;TOX3;FAIM2;NTRK2;SIGMAR1;BCL2;TRIM2;PCSK9,CLN3;FZD9;TGFB2;PINK1;AGAP2;BHLHB9;KDM2B
non-canonical Wnt signaling pathway (GO:0035567),0.7215710670659231,1.023827164509625,0.337,0.9984019882929223,128,35,FZD1;FZD9;PDE6A;FZD2;DVL2;PSMB3;AP2M1;VANGL1;DVL1;PSMD14;PPP3CB;DVL3;ROR2;AGO4;AGO1;FZD8;TIAM1;SMO;WNT11;AGO3;PSMD8;AGO2;LEF1;AP2A2;PLCB2;NLK;PFN1;PSMF1;GNB1;AP2B1;FZD3;FZD6;PLCB1;TNRC6B;PSMD1,FZD1;FZD9;PDE6A;FZD2;DVL2;PSMB3
neutrophil activation involved in immune response (GO:0002283),0.6979714095029619,1.0217073020806682,0.253,0.9997170807812886,484,106,CTSZ;SURF4;CTSH;FCER1G;TNFRSF1B;RAB10;DPP7;TSPAN14;ACAA1;SERPINB1;EPX;APEH;CAPN1;AGL;ATP8A1;PRCP;IGF2R;ALAD;ATP11A;CAT;CFD;DEGS1;TLR2;NFAM1;TRPM2;ATAD3B;HSPA1A;EEF2;METTL7A;SIRPA;ACLY;ATP8B4;DERA;TUBB4B;GM2A;ASAH1;DGAT1;PSMD14;APRT;STXBP3;PTGES2;GSN;IDH1;HFE;MGST1;DOK3;GAA;ERP44;SLC15A4;RAB3D;RAB27A;ACTR1B;ARHGAP45;PPIA;HSPA1B;CYB5R3;HSP90AB1;BST2;KPNB1;ANPEP;SERPINB6;KCMF1;ARMC8;GSDMD;DNAJC13;CKAP4;LPCAT1;KCNAB2;CRACR2A;AP2A2;PGM1;TXNDC5;IQGAP2;HGSNAT;ARSB;ALDH3B1;SERPINA1;CPNE1;CPPED1;GPI;CYBA;PTPRJ;ALDOC;RNASET2;PFKL;APAF1;QSOX1;TUBB;NBEAL2;HUWE1;PLD1;MLEC;CAB39;FTH1;CD44;NFKB1;MME;PIGR;ATG7;CD59;VCL;CTSC;PSMD1;GLB1;CYFIP1;OLFM4,CTSZ;SURF4;CTSH;FCER1G;TNFRSF1B;RAB10;DPP7;TSPAN14;ACAA1;SERPINB1;EPX;APEH;CAPN1;AGL;ATP8A1;PRCP;IGF2R;ALAD;ATP11A;CAT;CFD;DEGS1;TLR2;NFAM1;TRPM2;ATAD3B
negative regulation of protein serine/threonine kinase activity (GO:0071901),0.4654223028019282,0.6427277150620127,1.0,0.9999505064836507,68,18,IRAK3;MEN1;HYAL2;DUSP7;AKT1;IL1B;RGS14;LRP6;TFAP4;PKIG;PTPRJ;PRKAR1B;CDK5RAP3;BMP7;PTPN1;DAB2IP;INPP5K;LRP5,IRAK3;MEN1;HYAL2;DUSP7;AKT1
