Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
positive regulation of programmed cell death (GO:0043068),0.5112576245060084,1.1113355981503739,0.162,1.0,258,42,UBE2Z;BAD;C1QBP;ARHGEF3;TGM2;AIFM1;BCL2A1;DCUN1D3;MAP3K11;AKAP13;NGEF;FGD3;ITSN1;GADD45A;BCL6;SFRP2;ABL1;BAX;ADAMTSL4;APBB1;RPS6KA2;ARHGEF26;PHLDA3;RHOB;PTPA;PSEN2;ARHGEF17;DNM2;ABR;PNMA1;IGFBP3;ARHGEF4;TP53;SFRP4;NCSTN;BIN1;RASSF2;MARK4;CLIP3;LATS2;NGFR;BOK,UBE2Z;BAD;C1QBP;ARHGEF3;TGM2;AIFM1;BCL2A1;DCUN1D3;MAP3K11;AKAP13;NGEF;FGD3;ITSN1
insulin receptor signaling pathway (GO:0008286),0.588298034434157,1.1765212768814468,0.1713426853707415,1.0,68,15,BAIAP2;IDE;PDK2;ATP6V1H;AKT2;ATP6V0E2;SHC1;INSR;ATP6V0A1;GRB2;ZNF106;ATP6AP1;BCAR1;ATP6V0D1;IGF2,BAIAP2;IDE;PDK2;ATP6V1H;AKT2
negative regulation of growth (GO:0045926),0.5321201815427403,1.1330547118285663,0.18018018018018017,1.0,121,28,NDRG3;NME6;DNAJB2;SESN2;DCBLD2;ST7L;DCUN1D3;STK11;WT1;NPR1;BCL6;CCDC85B;NOTCH2;SFRP2;MUL1;APBB1;PPP1R9B;SIPA1;TGFB1;SH3BP4;CDKN2A;PML;TP53;MT2A;ADAM15;FHL1;PPP2R1A;SLIT3,NDRG3;NME6;DNAJB2;SESN2;DCBLD2;ST7L;DCUN1D3;STK11;WT1
Golgi vesicle transport (GO:0048193),0.49366436970142913,1.0916990679865457,0.185,1.0,272,57,BICD2;GOSR1;GORASP1;TEX261;KDELR3;TFG;KIF3B;RAB7B;CTSZ;COG1;COPG1;DCTN3;F10;SPTBN5;KDELR1;YIF1A;SCAMP3;TMED9;ACTR1A;CAPZB;PREB;SNX8;TRAPPC12;KIF26A;MYO18A;COPE;EHD3;TBC1D20;NSF;ARCN1;TAPBP;KIF5A;ARF3;KLC2;ERGIC1;SGSM2;ANK2;RAB6B;TRAPPC1;SCAMP2;NAPA;ARF1;WHAMM;TMEM115;MPPE1;SEC24C;YKT6;BET1L;COPZ2;SPTBN1;CUX1;STX4;DCTN1;SCYL1;GBF1;SPTB;SPTAN1,BICD2;GOSR1;GORASP1;TEX261;KDELR3;TFG;KIF3B;RAB7B;CTSZ;COG1;COPG1;DCTN3;F10;SPTBN5;KDELR1;YIF1A;SCAMP3;TMED9;ACTR1A;CAPZB;PREB;SNX8;TRAPPC12;KIF26A;MYO18A;COPE;EHD3;TBC1D20;NSF;ARCN1;TAPBP;KIF5A;ARF3
negative regulation of neuron death (GO:1901215),0.574693356829395,1.1509652338685452,0.19076305220883535,1.0,84,15,GPNMB;TYRO3;UNC5B;CHMP4B;APOE;F2R;PINK1;SLC30A10;PTK2B;VSTM2L;CDK5;EIF4G1;LGMN;ATP13A2;WFS1,GPNMB;TYRO3;UNC5B;CHMP4B
regulation of protein targeting to mitochondrion (GO:1903214),0.5572911872984255,1.1350617241113536,0.1941941941941942,1.0,89,19,USP36;STARD7;SREBF1;KAT2A;CYB5R1;RAC2;SREBF2;ARIH2;HNMT;ABLIM3;UBE2L3;BAP1;KCNN3;ATG13;PINK1;FZD5;ZDHHC8;PEMT;HUWE1,USP36;STARD7;SREBF1;KAT2A;CYB5R1;RAC2;SREBF2;ARIH2;HNMT
synapse assembly (GO:0007416),0.5628818304551768,1.1385310736232928,0.19959677419354838,1.0,64,16,SDK2;NLGN2;DRD1;PCDHB16;DBNL;GPM6A;CDH2;RAB29;FZD5;SPOCK2;DNM3;SHANK1;CDK5;PLXND1;FZD1;DRD2,SDK2;NLGN2;DRD1
"mRNA splicing, via spliceosome (GO:0000398)",0.5259774123434985,1.1166495886687222,0.201,1.0,262,26,XAB2;DHX38;DCPS;PQBP1;CASC3;SNRPN;STRAP;RAVER1;YBX1;SF3A1;SNRNP25;PABPC1;GEMIN4;PRMT7;SYMPK;PRPF6;EFTUD2;PCBP1;POLR2L;RBPMS;POLR2E;PUF60;WDR77;CPSF1;PRCC;GTF2F1,XAB2;DHX38;DCPS;PQBP1;CASC3;SNRPN;STRAP;RAVER1;YBX1;SF3A1;SNRNP25;PABPC1;GEMIN4;PRMT7;SYMPK;PRPF6;EFTUD2
negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101),0.5712991752914276,1.1403366414878728,0.20100502512562815,1.0,78,16,PIN1;SMURF1;CAV1;STRAP;EID2;TGFB1I1;FSTL3;LRP2;RBPMS2;TGFB1;BCL9L;VASN;SMAD6;MAGI2;HTRA3;BMPER,PIN1;SMURF1;CAV1;STRAP;EID2
positive regulation of protein metabolic process (GO:0051247),0.552442847392409,1.1350375949238638,0.2022022022022022,1.0,97,21,DDB1;OAZ2;SMURF1;ANAPC2;IDE;VPS28;NSF;SCAP;VCP;APOE;TGFB1;TRIM32;AGT;APP;EIF4G1;AGTR1;CLU;CSF1;WWP2;WFS1;RNF41,DDB1;OAZ2;SMURF1;ANAPC2;IDE
cellular protein complex assembly (GO:0043623),0.5297207401610795,1.1231933004195072,0.207,1.0,145,27,NDUFAF1;ANGPT1;PXN;CYBA;CASQ2;CLTA;EID2;ARL2;LONP1;AP2S1;CCDC40;MID1IP1;PSMG1;FKBP1A;CLTB;AARS2;TMEM250;MAPK8IP2;DNAAF3;TGFB1;HIP1;CAND2;GPX4;FCHO1;FBXL7;CLU;NCK2,NDUFAF1;ANGPT1;PXN;CYBA;CASQ2;CLTA;EID2;ARL2;LONP1;AP2S1
cellular response to organonitrogen compound (GO:0071417),0.5353157443775453,1.123013146307079,0.207,1.0,98,23,CAPN2;SESN2;CTNNA1;HCN2;GABRB2;EZR;WT1;GABRB3;ZFP36L1;DMTN;KCNQ1;RELA;CRHBP;MTOR;HCN4;SH3BP4;SSH1;LARP1;JUP;HCN1;IGFBP5;AQP1;LAMTOR1,CAPN2;SESN2;CTNNA1;HCN2;GABRB2;EZR;WT1;GABRB3;ZFP36L1;DMTN;KCNQ1
cellular response to oxygen-containing compound (GO:1901701),0.5056197604224663,1.096527837561925,0.21,1.0,275,41,SBNO2;CAPN2;DRD1;PXN;TNIP1;SESN2;PAF1;HCN2;RUVBL2;PDK2;TESC;EZR;WT1;DAPK1;TNFRSF1B;ZFP36L1;DMTN;KCNQ1;SSTR1;NR1D1;RELA;TWF2;ADCY6;CRHBP;ZNF703;MTOR;FZD4;PTK2B;HCN4;SH3BP4;SSH1;HCN1;IGFBP5;BRINP2;AQP1;LAMTOR1;NR4A3;TICAM1;VDR;WNT2;RARA,SBNO2;CAPN2;DRD1;PXN;TNIP1;SESN2;PAF1;HCN2;RUVBL2;PDK2;TESC;EZR;WT1;DAPK1;TNFRSF1B;ZFP36L1;DMTN;KCNQ1;SSTR1;NR1D1
negative regulation of cell motility (GO:2000146),0.5258921566202351,1.111820970953048,0.21,1.0,98,26,PIN1;DPEP1;SRGAP2C;NF2;TCAF1;DPYSL3;ARAP3;DUSP10;PODN;SRGAP2;SFRP2;RECK;RHOB;DLC1;THY1;PLXNB3;TBX5;SULF1;ADAM15;IGFBP5;MAGI2;PTPRU;DAG1;SRGAP2B;RNF41;DRD2,PIN1;DPEP1;SRGAP2C;NF2;TCAF1;DPYSL3;ARAP3;DUSP10;PODN
"regulation of transcription, DNA-templated (GO:0006355)",0.44723848805333744,1.043277466562422,0.213,1.0,1599,234,HEXIM1;SBNO2;NUPR1;STAT6;CTDSP1;LHX2;HIRA;ZNF552;ZNF174;NOP2;SREBF1;KAT2A;BRPF1;ASH2L;BCL7A;YEATS2;TFEB;STAT5B;HEYL;MED31;MLLT6;CALCOCO1;ZNF284;TRIM28;TRERF1;PRMT6;KAT8;MED24;ZNF587B;HDAC10;ZMYM3;SP6;CITED4;TRAK1;KDM4A;EID2;MBD1;ASCC2;RAI1;TAF3;ETS2;ELMSAN1;RUVBL2;ANXA4;HIVEP1;TESC;NFKBIZ;BRD4;AFAP1L2;WT1;YBX1;SAFB2;RFX5;SMARCAL1;ZNF76;PHF8;MED16;SP2;MAP2K2;NFIA;CHD8;PEX14;LOXL3;RFX1;ZNF341;FOXO6;BMP7;SEC14L2;HAND2;MED13L;KLF13;MLF2;GDF6;ZNF317;DEAF1;CD74;LYL1;THRA;LANCL2;PRMT7;CHMP1A;CRY2;BAHD1;ZNF611;FOXJ2;TGFB1I1;TADA3;RGMB;ARNT2;UBE2L3;RPS6KA4;PPARGC1B;NR1D1;ZBTB18;KDM5C;FSTL3;GRIP1;NANOS1;ZNF672;SUPT6H;RELA;SIM1;BCL6;CCDC85B;NOTCH2;GLI2;SFRP2;IKZF4;SHC1;TSHZ1;MRPL12;ABL1;USP22;PTP4A3;BCL3;ZXDC;POLR2L;APOE;ZNF668;F2R;POFUT1;DAP;RIOX1;ZNF703;FOXF1;MYBBP1A;NFATC2;NFE2L1;TAF13;TGFBRAP1;APBB1;CASZ1;FOXS1;SALL2;TP53INP2;ERBB2;GATA6;SALL3;SMARCD3;INSR;RREB1;DTX3L;SUPT5H;BAZ2A;ATF7;SUFU;MYCN;FZD4;NFYC;MAGEL2;ZNF19;DYRK1B;TGFB1;DNM2;PPARA;PBXIP1;MYRF;COL1A1;ZFPM2;TBX5;ABCG1;TLE2;PIM2;NR2F2;SOX12;ESRRB;ZNF629;CAND2;THAP7;MTF1;CUX1;SIRT2;CDKN2A;AGT;PML;TP53;FADS1;GTF2IRD1;CTBP1;USP13;ZHX2;MAP2K3;CDKN1C;DKK3;AES;MLXIP;PPARD;FOXP4;NCOA1;SOX6;SRCAP;RNF10;ZHX3;ELF4;KLF9;HIVEP3;GLIS2;RHOG;MAGED1;CHD4;GATA4;NPAS2;HOXC6;CDK5;PSMD9;ZBTB7A;STAT3;TGIF2;WBP2;MAPRE3;ATP1B4;HOXB7;FZD1;PRKCB;ZNF609;PPP2R1A;ABCA2;RNF187;NACC2;TRIM22;ELK1;PER1;NACC1;VDR;DVL3;PKN1;UBN1;RARA;IRAK1;WWP2;PITX2;MECP2;BHLHE41;IGF2,HEXIM1;SBNO2;NUPR1;STAT6;CTDSP1;LHX2;HIRA;ZNF552;ZNF174;NOP2;SREBF1;KAT2A;BRPF1;ASH2L;BCL7A;YEATS2;TFEB;STAT5B;HEYL;MED31;MLLT6;CALCOCO1;ZNF284;TRIM28;TRERF1;PRMT6;KAT8;MED24;ZNF587B;HDAC10;ZMYM3;SP6;CITED4;TRAK1;KDM4A;EID2;MBD1;ASCC2;RAI1;TAF3;ETS2;ELMSAN1;RUVBL2;ANXA4;HIVEP1;TESC;NFKBIZ;BRD4;AFAP1L2;WT1;YBX1;SAFB2;RFX5;SMARCAL1;ZNF76;PHF8;MED16;SP2;MAP2K2;NFIA;CHD8;PEX14;LOXL3;RFX1;ZNF341;FOXO6;BMP7;SEC14L2;HAND2;MED13L;KLF13;MLF2;GDF6;ZNF317;DEAF1;CD74;LYL1;THRA;LANCL2;PRMT7;CHMP1A;CRY2;BAHD1;ZNF611;FOXJ2;TGFB1I1;TADA3;RGMB;ARNT2;UBE2L3;RPS6KA4;PPARGC1B;NR1D1;ZBTB18;KDM5C;FSTL3;GRIP1;NANOS1;ZNF672;SUPT6H;RELA;SIM1
positive regulation of cytoskeleton organization (GO:0051495),0.5306741744919575,1.112270639566639,0.21521521521521522,1.0,78,23,BAIAP2;HRAS;NES;RAC2;MYLK3;SYNPO2L;VASP;ABL1;CCL21;LMOD1;CTTN;CDC42EP3;TEK;PFN1;PTK2B;SYNPO;RHOG;CDK5;CDC42EP2;SORBS3;SYNPO2;CDC42EP1;NCK2,BAIAP2;HRAS;NES;RAC2;MYLK3;SYNPO2L
cellular response to DNA damage stimulus (GO:0006974),0.5074294050574752,1.0949727985767246,0.216,1.0,330,39,DDB1;SPATA18;ASH2L;SETD7;FBXO31;TRIM28;BCL2A1;HERC2;IKBKE;POLD2;STK11;TAOK2;ZBTB40;SMARCAL1;RECQL5;GADD45A;BCL6;ABL1;BAX;DOT1L;BCL3;VCP;NFATC2;APBB1;ZDHHC16;PPP1R15A;EPHA2;CIB1;BCL2L1;DTX3L;MTOR;MAPK12;MAPKAPK2;TP53;OTUB1;GRB2;UBA1;BOK;CCND1,DDB1;SPATA18;ASH2L;SETD7;FBXO31;TRIM28;BCL2A1;HERC2;IKBKE;POLD2;STK11;TAOK2;ZBTB40;SMARCAL1
negative regulation of MAPK cascade (GO:0043409),0.5682510138063043,1.1346767139147464,0.219,1.0,81,15,CNKSR3;TNIP1;PIN1;CAV1;EZR;DUSP10;BMP7;LMO3;APOE;DUSP3;SMPD1;WNK2;SLC9A3R1;EPHB2;DAG1,CNKSR3;TNIP1;PIN1;CAV1;EZR;DUSP10;BMP7;LMO3
mRNA processing (GO:0006397),0.5182427755346597,1.1036693833944375,0.21921921921921922,1.0,284,28,XAB2;DHX38;ERN1;PQBP1;CASC3;SNRPN;TBRG4;RAVER1;YBX1;SF3A1;AURKAIP1;SNRNP25;PABPC1;SYMPK;PRPF6;EFTUD2;PRKACA;PCBP1;POLR2L;RBPMS;POLR2E;PUF60;ALKBH5;CPSF1;SUPT5H;PRCC;GTF2F1;SRRM4,XAB2;DHX38;ERN1;PQBP1;CASC3;SNRPN;TBRG4;RAVER1;YBX1;SF3A1;AURKAIP1;SNRNP25;PABPC1;SYMPK;PRPF6;EFTUD2;PRKACA
positive regulation of protein serine/threonine kinase activity (GO:0071902),0.5558990951318372,1.124845551241862,0.22868605817452356,1.0,119,17,HRAS;TNFRSF10B;STK11;MAP2K2;EDN3;CALM3;ERBB2;CIB1;CCND2;TGFB1;CCNYL1;CEMIP;MAPRE3;CARD10;FLT1;IRAK1;CCND1,HRAS;TNFRSF10B;STK11;MAP2K2;EDN3
histone acetylation (GO:0016573),0.564455354444482,1.136453860103024,0.22945891783567135,1.0,72,15,KAT2A;BRPF1;YEATS2;KAT8;RUVBL2;KANSL3;TADA3;KAT14;BRPF3;APBB1;TAF10;NAA60;POLE4;PER1;CPA4,KAT2A;BRPF1;YEATS2;KAT8;RUVBL2;KANSL3
positive regulation of cellular protein localization (GO:1903829),0.5639729738808408,1.1284444702946081,0.22991967871485944,1.0,67,15,OAZ2;GPD1L;SESN2;MBD1;TRAPPC12;BICD1;FYN;RAB29;DTX3L;RIPOR1;SNX33;STX4;CARD10;LIF;NGFR,OAZ2;GPD1L;SESN2;MBD1;TRAPPC12;BICD1
positive regulation of mitochondrion organization (GO:0010822),0.524829655171236,1.1073137683236438,0.23,1.0,129,27,BAD;USP36;STARD7;KAT2A;MIEF1;CYB5R1;RAC2;SREBF2;ARIH2;PPIF;HNMT;ABLIM3;UBE2L3;PPARGC1B;BAP1;BAX;KCNN3;ATG13;MUL1;PINK1;FZD5;ZDHHC8;TP53;MGARP;PEMT;HUWE1;BOK,BAD;USP36;STARD7;KAT2A;MIEF1;CYB5R1;RAC2;SREBF2;ARIH2;PPIF;HNMT
protein complex assembly (GO:0006461),0.5171481815924316,1.098710421228007,0.23023023023023023,1.0,190,28,BAD;GORASP1;TFG;SEC16A;ASH2L;CTSZ;TRIM28;QPRT;PREB;TRAPPC12;DBNL;CXCL12;TBC1D20;NSF;BAX;CSNK1D;COL16A1;TRAPPC1;AMFR;NAPA;TEK;TLE2;SEC24C;BCL9L;PPP6R1;IRAK1;BOK;TNFRSF1A,BAD;GORASP1;TFG;SEC16A;ASH2L;CTSZ;TRIM28;QPRT;PREB;TRAPPC12;DBNL;CXCL12
cellular metal ion homeostasis (GO:0006875),0.5583091803374426,1.1281255691142669,0.23223223223223224,1.0,97,16,CAV1;DMPK;TMEM203;LETM1;CXCL12;ANK2;ATP2A3;SLC41A1;ATP2A2;SLC24A3;ATP13A1;ATP1A2;ATP1B4;STIM1;ATP1B2;ATP13A2,CAV1;DMPK;TMEM203;LETM1;CXCL12
chemical synaptic transmission (GO:0007268),0.5023032761623576,1.0835249277078354,0.247,1.0,290,37,APBA1;EXOC4;CHRNB4;AKAP5;CACNB3;PCDHB16;GABRB2;GRIN2D;NPY1R;DLG2;OPRK1;GABRB3;NPY;DOC2A;GRM2;MBP;DLG4;KIF5A;PDE7B;CRHBP;APOE;CNP;KCNC4;GABRA2;NPY6R;NAPA;SLC12A7;UNC13A;GPR176;KCNK3;SYN1;CDK5;SST;PDLIM4;CACNA1B;GRIK4;DRD2,APBA1;EXOC4;CHRNB4;AKAP5;CACNB3;PCDHB16;GABRB2;GRIN2D;NPY1R;DLG2;OPRK1;GABRB3;NPY;DOC2A;GRM2;MBP;DLG4
regulation of immune response (GO:0050776),0.5257251466740624,1.0987766442086702,0.248,1.0,252,24,HLA-C;BTN3A2;HLA-A;CXADR;TKFC;NLRX1;CD276;NPDC1;BCL6;CD81;CD200;FKBP1A;ERMAP;TRIL;COL3A1;COL1A1;ICAM1;SAMHD1;SFTPD;PIANP;COL2A1;NECTIN2;PVR;C3,HLA-C;BTN3A2;HLA-A;CXADR;TKFC;NLRX1;CD276
modulation of chemical synaptic transmission (GO:0050804),0.5257672429459521,1.097496384244679,0.2502502502502503,1.0,83,23,NLGN2;BTBD9;CHRNB4;RIMS3;RIMS2;GRM2;SNCAIP;CAMK2A;DLG4;EIF4EBP2;CDH2;CLSTN2;MAPK8IP2;PXK;UNC13A;RELN;SYN1;ATP1A2;CDK5;APP;TMEM108;GRIK4;DRD2,NLGN2;BTBD9;CHRNB4;RIMS3;RIMS2;GRM2;SNCAIP;CAMK2A;DLG4
epidermal growth factor receptor signaling pathway (GO:0007173),0.5554926167099669,1.1097762453181383,0.25125628140703515,1.0,58,15,PXN;IQGAP1;HRAS;PLCE1;DGKD;SHC1;ABL1;PAG1;SLC30A10;PTK2B;TGFB1;GRB2;EPS8;BCAR1;NCK2,PXN;IQGAP1;HRAS
protein localization to nucleus (GO:0034504),0.5431332819205096,1.11498606555755,0.2535070140280561,1.0,97,19,GPN2;CTDNEP1;PAF1;RANBP3;TAF3;TOR1AIP2;IPO13;ARL2;BMP7;POM121;BCL3;TSC2;PPP1R10;POM121C;COL1A1;PML;ABCA7;PTTG1IP;STAT3,GPN2;CTDNEP1;PAF1;RANBP3;TAF3;TOR1AIP2;IPO13;ARL2;BMP7;POM121
regulation of cytokine production (GO:0001817),0.5387460915551037,1.1041243862065422,0.261,1.0,109,20,GPNMB;BTN3A2;TRAF3;NLRX1;CD276;AFAP1L2;IGF2BP1;RPS6KA4;FLOT1;ERMAP;AGPAT1;TRIL;MAPKAPK2;DTX4;TRIM32;AGT;SFTPD;AGPAT2;PER1;CARD11,GPNMB;BTN3A2;TRAF3;NLRX1;CD276;AFAP1L2;IGF2BP1
positive regulation of establishment of protein localization to mitochondrion (GO:1903749),0.5226382208645193,1.0919260543590936,0.264,1.0,111,22,BAD;USP36;STARD7;KAT2A;CYB5R1;RAC2;SREBF2;ARIH2;HNMT;ABLIM3;UBE2L3;PPP1R13B;BAP1;KCNN3;ATG13;PINK1;FZD5;NMT1;ZDHHC8;TP53;PEMT;HUWE1,BAD;USP36;STARD7;KAT2A;CYB5R1;RAC2;SREBF2;ARIH2;HNMT;ABLIM3;UBE2L3;PPP1R13B;BAP1
positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436),0.5630725964201275,1.1170945665246013,0.2648539778449144,1.0,71,15,HERPUD1;CAV1;LONRF2;UBQLN2;ARIH2;RNF19B;USP5;RNF114;VCP;CSNK1D;SGTA;SIRT2;RAD23A;KEAP1;CLU,HERPUD1;CAV1;LONRF2;UBQLN2;ARIH2;RNF19B;USP5;RNF114
mitochondrial respiratory chain complex assembly (GO:0033108),0.5477761738344185,1.1031534729027972,0.2657973921765296,1.0,98,16,NDUFAF1;NDUFAF8;NDUFS8;COA3;MT-ND3;MT-ND2;MT-ND1;NDUFV1;SURF1;MT-ND4;ECSIT;NDUFB10;AARS2;MT-ND6;MT-ND5;NDUFAF3,NDUFAF1;NDUFAF8;NDUFS8;COA3;MT-ND3;MT-ND2;MT-ND1;NDUFV1;SURF1;MT-ND4
positive regulation of protein targeting to mitochondrion (GO:1903955),0.5338111610887136,1.0944142227832452,0.2665330661322645,1.0,82,18,USP36;STARD7;KAT2A;CYB5R1;RAC2;SREBF2;ARIH2;HNMT;ABLIM3;UBE2L3;BAP1;KCNN3;ATG13;PINK1;FZD5;ZDHHC8;PEMT;HUWE1,USP36;STARD7;KAT2A;CYB5R1;RAC2;SREBF2;ARIH2;HNMT
intrinsic apoptotic signaling pathway (GO:0097193),0.5241903326110814,1.0951535549587208,0.268,1.0,102,23,BAD;ZMAT3;ZNF346;AIFM1;BCL2A1;IKBKE;TNFRSF10B;STK11;PDK2;BRSK2;PPP1R13B;BAG6;ABL1;BAX;ITPR1;MYBBP1A;PPP1R15A;CASP4;EPHA2;ZNF385B;BCL2L1;TP53;BOK,BAD;ZMAT3;ZNF346;AIFM1;BCL2A1;IKBKE;TNFRSF10B;STK11;PDK2
cellular response to hormone stimulus (GO:0032870),0.5390629819029493,1.091027382522062,0.2723618090452261,1.0,81,17,STAT5B;CTSB;OXTR;CAV1;WT1;ZFP36L1;UBE2L3;CACNA1H;CTSH;MGARP;SIK2;NCOA1;KLF9;ATP1A2;STAT3;NR4A3;SLIT3,STAT5B;CTSB;OXTR;CAV1;WT1;ZFP36L1;UBE2L3
regulation of cell growth (GO:0001558),0.4926120247688201,1.0663714009811125,0.283,1.0,202,44,NDRG3;NME6;DNAJB2;FXN;SESN2;LTBP4;DCBLD2;ST7L;DCUN1D3;STK11;TAOK2;WT1;KIF26A;NPR1;PLCE1;BAP1;BCL6;CCDC85B;SFRP2;MUL1;EXOSC4;APBB1;PPP1R9B;ERBB2;CIB1;MTOR;SIPA1;TGFB1;SH3BP4;TRIM32;CDKN2A;AGT;PML;TP53;SGK1;SPOCK1;ADAM15;FHL1;LAMTOR1;EIF4G1;PPP2R1A;BCAR1;AGTR1;SLIT3,NDRG3;NME6;DNAJB2;FXN;SESN2;LTBP4;DCBLD2;ST7L;DCUN1D3;STK11;TAOK2;WT1
transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178),0.5042079735517593,1.0740030439203145,0.283,1.0,145,27,PXN;SMURF1;BMP3;DUSP22;GDF10;EID2;BMP7;GDF6;ITGB5;TGFB1I1;RGMB;BMP6;FKBP1A;TGFBRAP1;CGN;PRKCZ;AMHR2;TGFB1;COL3A1;MEGF8;TOB1;SMAD6;FURIN;UBE2M;LTBP2;IRAK1;ZYX,PXN;SMURF1;BMP3;DUSP22;GDF10;EID2;BMP7;GDF6;ITGB5;TGFB1I1;RGMB;BMP6
proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161),0.4826318012098479,1.0628933390365873,0.286,1.0,292,50,DDB1;FBXL22;TMUB1;BTBD9;SMURF1;FBXO31;ANAPC2;ABTB1;PSMB8;HERC2;OS9;UBQLN2;HECTD4;FBXO9;TMEM129;SHARPIN;RNF44;SYVN1;FBXL18;BAG6;PSMB10;RNF216;UBXN1;FOXRED2;PSMF1;FBXW5;VCP;PSMD2;KCTD17;TNFAIP1;CDC34;MAN1B1;USP19;PSME3;AMFR;NPLOC4;UBE4B;SGTA;ARRB1;SIRT2;PML;TP53;PSMD3;PSMD9;BTBD11;HECTD3;RNF187;FBXL7;WWP2;WFS1,DDB1;FBXL22;TMUB1;BTBD9;SMURF1;FBXO31;ANAPC2;ABTB1;PSMB8;HERC2;OS9;UBQLN2;HECTD4;FBXO9;TMEM129;SHARPIN
male gamete generation (GO:0048232),0.5355882035384438,1.0968643029825884,0.2875751503006012,1.0,155,17,NDRG3;TYRO3;ACE;AZIN2;CYP26B1;ALPK3;TMEM203;TDRD7;CDK16;SPATA2;BAG6;CDYL;EIF5A2;ALKBH5;GGT1;GPX4;REC8,NDRG3;TYRO3;ACE;AZIN2;CYP26B1;ALPK3;TMEM203;TDRD7;CDK16;SPATA2;BAG6;CDYL;EIF5A2
protein modification by small protein conjugation (GO:0032446),0.47728781842468687,1.0581586789108282,0.288,1.0,399,60,UBE2Z;KLHL30;KLHL25;DDB1;HECTD2;SMURF1;TRIM28;PAF1;HERC2;DCUN1D3;OS9;HECTD4;FBXO9;ASB2;TMEM129;ARIH2;RNF44;PEX5;KLHDC8B;UCHL3;USP5;MOCS3;POM121;MIB2;KLHL26;SYVN1;FBXO32;UBE2L3;KLHL38;UBL4A;TSPAN17;FBXW5;KLHL31;VCP;UBE2H;MARCH2;TNFAIP1;CDC34;MUL1;PINK1;POM121C;UBE3C;KLHDC8A;ARRB1;KLHL18;KLHL21;TRIM32;CAND2;ASB1;AREL1;MYLIP;HECTD3;RNF40;TRAF7;UBE2M;FBXL7;UBA1;KEAP1;HUWE1;WWP2,UBE2Z;KLHL30;KLHL25;DDB1;HECTD2;SMURF1;TRIM28;PAF1;HERC2;DCUN1D3;OS9;HECTD4;FBXO9;ASB2;TMEM129;ARIH2;RNF44;PEX5;KLHDC8B;UCHL3;USP5;MOCS3;POM121;MIB2;KLHL26;SYVN1;FBXO32;UBE2L3;KLHL38
