Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
adenylate cyclase-modulating G-protein coupled receptor signaling pathway (GO:0007188),0.7246642053109845,1.0655131704501009,0.195,0.8947619382552303,135,26,MC1R;ADCY3;GNAS;OXER1;FSHR;PTGER3;CNR1;HTR1D;ADGRD1;ADRA2B;ADCY1;WASF2;PTGFR;GNAI1;SENP7;ABCA1;GCGR;ADCY7;ADRA2C;OPRL1;ADCY6;GNAZ;ADCY5;GNAI2;GNAL;NPY1R,MC1R;ADCY3;GNAS;OXER1;FSHR
purine ribonucleotide metabolic process (GO:0009150),0.7611810705017787,1.090964658036239,0.17,0.8951489711914467,67,17,LRRK2;CROT;AK3;GTPBP1;ABHD14B;BAD;RAB23;ENTPD5;TPST1;SULT2B1;CLPX;SULT4A1;PDE9A;GMPR;ADSSL1;EFL1;PDE6B,LRRK2;CROT
protein transport (GO:0015031),0.6962390640241878,1.0638729691103697,0.047,0.895322054946777,327,102,DNAJC27;TBC1D10A;VPS26B;TSNARE1;RAB28;MIA3;TBC1D17;TBC1D8B;TBC1D22A;RAB43;ZDHHC17;STX1B;ARFRP1;TBC1D1;RAB9A;ARRDC4;RAB26;PPARG;HFE;ACD;VPS35;RAB3C;RAB11B;SNX17;LRP1B;TOM1;SIL1;SYNDIG1;STX10;SCG5;TBC1D26;TBC1D16;TBC1D13;RAB1B;TBC1D9B;SGSM2;RABL2B;RAB2B;TBC1D25;KDELR1;COG7;ADPRH;PICK1;TBC1D22B;SYNRG;CD74;STX4;SGSM1;PEX19;UNC119B;LRSAM1;RAB23;VAMP2;ZFYVE16;SNX6;RAB22A;ATP6V1F;EVI5L;GGA3;VPS33B;STX3;CEP290;RUFY1;HID1;UNC93B1;SCAMP1;APPBP2;ARFGAP3;ARRDC1;RABL2A;GGA2;ATP6V1G3;RAB11A;SEC31B;TBCK;CLIP3;SGSM3;ARHGEF2;STX8;RABGAP1;STX16;STX1A;TMED4;STX17;IFT27;HDAC6;GGA1;STX16-NPEPL1;UNC119;TCIRG1;MYO6;RABGAP1L;BBS2;RAB3D;RAB17;WLS;APOE;OPTN;TBC1D5;RAB25;RAB3B;RAB37,DNAJC27;TBC1D10A;VPS26B;TSNARE1;RAB28;MIA3;TBC1D17;TBC1D8B;TBC1D22A;RAB43;ZDHHC17;STX1B;ARFRP1;TBC1D1;RAB9A;ARRDC4;RAB26;PPARG;HFE;ACD;VPS35;RAB3C;RAB11B;SNX17;LRP1B
negative regulation of response to external stimulus (GO:0032102),0.7648389791602078,1.1210132500967052,0.066,0.8953822828129897,108,26,EPHA4;OTULIN;ISL1;PPARG;VPS35;SIRT2;PCBP2;AJAP1;CASK;TNFAIP3;SHARPIN;PRKCD;NR1H3;PTGIS;CTNNA2;NLRP7;NLRX1;RORA;NLRP2;PTPRS;SIGIRR;RTN4RL1;APOE;PPARA;TYRO3;GATA3,EPHA4;OTULIN;ISL1;PPARG;VPS35
positive regulation of T cell activation (GO:0050870),0.7444880579030838,1.0688747716140488,0.241,0.8954933636894264,69,16,CD6;ZMIZ1;TNFSF11;PYCARD;TNFSF4;IL23A;ZP3;CD80;CD276;CD1D;DOCK8;JAK3;FLOT2;CCDC88B;GATA3;CCL2,CD6;ZMIZ1;TNFSF11;PYCARD;TNFSF4;IL23A;ZP3
negative regulation of NF-kappaB transcription factor activity (GO:0032088),0.7458493972354435,1.0807349606390235,0.162,0.8956485620956736,83,21,RWDD3;TRAF3;RBCK1;FOXJ1;OTULIN;PYCARD;LRRC14;UFL1;MAP2K5;ANXA4;TNFAIP3;DAB2IP;PRMT2;PTGIS;CDK5RAP3;NLRP7;BMP7;NFKBIA;NLRX1;NLRP2;IRAK1,RWDD3;TRAF3;RBCK1;FOXJ1;OTULIN;PYCARD;LRRC14
modulation of chemical synaptic transmission (GO:0050804),0.7334466910609622,1.0646688346745241,0.215,0.8958651503320819,83,21,LRRK2;SYN1;STX1B;CAMK2A;PXK;NTF3;RIMS4;TMEM108;NTF4;KCNMB4;GRIK5;OPHN1;NLGN3;RELN;NMU;RIMS2;KCTD13;DLG4;RIMS3;CLSTN3;NLGN2,LRRK2;SYN1;STX1B;CAMK2A;PXK
positive regulation of protein serine/threonine kinase activity (GO:0071902),0.7608294793578947,1.1200155970593444,0.05,0.8960353698172296,119,28,TANK;TNFSF11;PSRC1;LRRK2;CCNL2;TRAF6;EGF;STK11;CCNH;EDN3;PIK3R6;CCNL1;ETAA1;PARP16;MAP2K2;PROX1;DAB2IP;SRC;ADAM8;MST1R;RASGRP1;TPD52L1;IRAK1;CALM3;PIK3R5;RALB;ATP2B4;VEGFA,TANK;TNFSF11;PSRC1;LRRK2;CCNL2;TRAF6;EGF;STK11
positive regulation of protein modification process (GO:0031401),0.7206683656698071,1.0766402782780269,0.097,0.896737151905119,164,45,ATG7;LRRK2;SLC51B;HDAC3;TERF2IP;CD4;FLT4;PDE8A;AKT2;FLCN;INSR;SVIP;ADAM17;SEMA4D;ACE;CD74;MAVS;KRAS;AKT1;AGER;IGF2;PRKCD;NSMF;IL34;BMP2;PTPA;KNDC1;CLIP3;SYMPK;DVL2;GOLGA2;ATG10;PPP2R5A;PAK1;GAS6;RASGRP1;CALM3;FLOT1;RALB;MAPK3;C3;EFNA5;DLC1;VEGFA;CAMKK2,ATG7;LRRK2;SLC51B;HDAC3;TERF2IP;CD4;FLT4;PDE8A
positive regulation of phosphorylation (GO:0042327),0.7052301521922163,1.0692255052729518,0.072,0.8970200240697761,209,63,EPHA4;HIF1A;LRRK2;ANG;HDAC3;EREG;EGF;VAC14;DRD4;DSTYK;CD4;FLT4;PDE8A;EPHA8;AKT2;NRP1;FZD7;FLCN;PSEN1;INSR;ADAM17;SEMA4D;CD74;MAVS;KRAS;AKT1;ENTPD5;DSCAM;FGFR4;AGER;EPHB6;IGF2;PFKFB4;FGFR3;IL34;ITGA6;BMP2;MERTK;DDR1;ARNT;KNDC1;CLIP3;MST1R;DVL2;PAK1;EPHB3;GAS6;RASGRP1;FLOT1;PDGFRA;RALB;MAPK3;ROR2;RAD50;C3;EFNA5;FGFR2;TYRO3;EPHB2;MLXIPL;KIT;VEGFA;CAMKK2,EPHA4;HIF1A;LRRK2;ANG;HDAC3;EREG;EGF;VAC14;DRD4;DSTYK;CD4;FLT4;PDE8A
regulation of cytokine-mediated signaling pathway (GO:0001959),0.7452111517365116,1.0992701208311257,0.096,0.8979154440306856,91,29,TANK;BIRC2;RBCK1;AGPAT1;OTULIN;PYCARD;CASP8;TRIM44;PIAS1;IKBKB;CD74;TRADD;TNFAIP3;SPPL2B;SHARPIN;ELF1;IFNAR2;AGPAT2;IFNGR2;RNASEL;CLIP3;MADD;PTPN6;STAT2;GAS6;SIGIRR;IRAK1;TRAF1;STAT1,TANK;BIRC2;RBCK1;AGPAT1;OTULIN;PYCARD;CASP8
phosphate-containing compound metabolic process (GO:0006796),0.6821741061814273,1.0279181165410551,0.301,0.8993178523300843,184,55,FAM20B;LRRK2;GK5;PLCB3;AGPAT1;SHPK;THTPA;DUSP18;PLCD3;PLCB2;PLCB1;IP6K1;PLBD1;DUSP15;HINT3;TNK2;PIP4K2B;AKT1;PLPP4;PNKP;BCKDK;NT5C;GPX4;INPPL1;XYLB;ACYP2;PLPP3;PLCH1;AGPAT2;PLCE1;ITPKB;EPHX2;IMPA2;LPCAT4;THNSL2;PLCG1;DUSP4;HDHD2;ISYNA1;PRKCG;PIK3CD;LHPP;PFKM;NUDT10;INPP4A;PFKL;ENPP2;ACPP;MAPK3;PLPP2;EPHB2;PLCD1;PLCG2;PLPPR3;NUDT4,FAM20B;LRRK2;GK5;PLCB3;AGPAT1;SHPK;THTPA;DUSP18;PLCD3;PLCB2;PLCB1
negative regulation of supramolecular fiber organization (GO:1902904),0.7344299694698396,1.0648113224396467,0.208,0.8998140904058243,55,21,KANK2;SMAD4;KANK3;APC;HIP1R;PRKCD;STMN1;CLIP3;PLEKHH2;PRKN;ARHGEF2;KANK1;SHANK1;TBCD;PFN2;SHANK3;EML2;CAMSAP3;MID1IP1;ARPIN;STMN2,KANK2;SMAD4;KANK3
cellular response to oxidative stress (GO:0034599),0.7071782839103727,1.027364235802846,0.377,0.8998526411215596,116,21,HIF1A;LRRK2;ROMO1;TMEM161A;NUDT2;MAPT;SIRT2;HTRA2;PDK2;AKT1;PRKCD;PRDX2;PRDX5;GPX7;ARNT;CCS;PLA2R1;CYBA;PDGFRA;MAPK3;CAMKK2,HIF1A;LRRK2;ROMO1;TMEM161A;NUDT2;MAPT
purine ribonucleotide biosynthetic process (GO:0009152),0.7124052652057512,1.0276049363364297,0.378,0.9001292814190035,76,16,ADCY3;SLC35B2;SURF1;COASY;SLC26A1;CHCHD10;DCAKD;ADCY1;NIPSNAP2;SLC25A13;PPCS;ADCY7;ADSSL1;PAPSS1;ADCY6;ADCY5,ADCY3;SLC35B2;SURF1
cellular divalent inorganic cation homeostasis (GO:0072503),0.7500825707019892,1.0809256713333792,0.196,0.9010165188224847,102,17,RGN;ATP2A1;DRD4;DMPK;SLC30A9;SLC39A13;SLC41A1;STIM1;EPHX2;ATP2B1;SLC8A2;TRPV4;SLC39A4;SLC24A2;TRDN;STC1;ATP2B4,RGN;ATP2A1;DRD4;DMPK
regulation of protein targeting to mitochondrion (GO:1903214),0.7045451917031448,1.0283129396641004,0.35,0.9010395199186404,89,23,FAM20B;LRRK2;ATG13;MICALL2;PEMT;HHAT;UBL5;RAC2;TDRD12;NKAP;DPH6;ZBTB17;SAE1;HTRA2;KCNN3;NBPF3;NPEPPS;OSCP1;VPS11;SLC17A9;ZDHHC8;PRKN;FZD5,FAM20B;LRRK2;ATG13;MICALL2;PEMT;HHAT;UBL5;RAC2;TDRD12;NKAP;DPH6;ZBTB17
regulation of hydrolase activity (GO:0051336),0.7439926474391196,1.0798526906710983,0.161,0.9017458756057635,81,22,RACGAP1;EPHA4;NGEF;RASIP1;NF1;BVES;SNRNP70;FGD6;TNNC1;PLXNB1;VAV2;DAB2IP;RABGAP1;FGD1;CDK5RAP3;PLXNA4;EPHB3;RAP1GAP;FGD5;CAMK2D;PLXNA3;EFNA5,RACGAP1;EPHA4;NGEF;RASIP1;NF1
central nervous system development (GO:0007417),0.6807337780595559,1.0287849825981916,0.277,0.9017885849656364,218,58,NMUR2;MAP1S;FOXJ1;SCT;DMRTA2;GBA2;TAGLN3;CIC;SH3GL2;NPAS1;MDGA1;TBR1;NF1;CSK;DMBX1;BPTF;AMIGO1;NCAN;TPP1;KLHL17;DDIT4;NDUFS4;ALDH5A1;SOX4;ROGDI;GRHL2;FGFR4;DSCAML1;SMARCA1;SRR;PAFAH1B3;NCOA6;PROX1;THRA;BAG6;SRC;RELN;ZIC2;GRIN2B;POU6F2;ATN1;PRKN;COL4A1;CDK5RAP3;RPS6KA6;CELSR1;SOX11;MYRF;NRCAM;FGFR2;SOX12;B3GNT5;RARB;SHROOM4;DLL1;PAX6;NDRG4;H2AFY2,NMUR2;MAP1S;FOXJ1;SCT;DMRTA2;GBA2;TAGLN3;CIC;SH3GL2;NPAS1;MDGA1;TBR1;NF1;CSK
viral life cycle (GO:0019058),0.7294620455599193,1.0693484620776659,0.188,0.9020511111566726,108,24,VTA1;CHMP5;RAB43;HYAL2;CHMP4B;VPS37B;NECTIN1;TSG101;RAB1B;VPS37C;AAAS;FURIN;KPNA5;UBAP1;IST1;GRK2;MVB12A;VPS37D;CTBP1;VPS28;GAS6;CHMP2A;APOE;CCL2,VTA1;CHMP5;RAB43;HYAL2;CHMP4B;VPS37B
negative regulation of cell communication (GO:0010648),0.7428864647348976,1.075826013687751,0.182,0.9022443105591696,79,20,EPHA4;BRAF;FLT4;EPHA8;INSR;RAF1;FGFR4;EPHB6;FGFR3;MERTK;DDR1;MST1R;KIF26A;EPHB3;PDGFRA;ROR2;FGFR2;TYRO3;EPHB2;KIT,EPHA4;BRAF;FLT4;EPHA8
odontogenesis (GO:0042476),0.7613790506175239,1.096944089515685,0.146,0.9022792060280383,42,17,FGF8;AQP5;ZNF22;LAMB1;LRP6;ROGDI;COL1A1;HDAC2;BMP2;SSUH2;EDA;BCOR;FOXC1;HDAC1;FGFR2;COL1A2;PITX2,FGF8;AQP5;ZNF22;LAMB1
positive regulation of NF-kappaB transcription factor activity (GO:0051092),0.7434207965329845,1.103314989333676,0.066,0.90238344648616,129,35,TANK;TRIM52;TNFSF11;RBCK1;MID2;MAP3K13;TRAF6;CAMK2A;TERF2IP;TRIM13;RIPK2;PYCARD;EIF2AK2;CRADD;IRAK4;NFKB2;IKBKB;BTK;TRIM32;RELA;TRADD;AGER;PIDD1;TAB1;ADAM8;ARHGEF2;TRIM38;TRAF5;EDA;PRKCZ;NFKBIA;PRKD2;IRAK1;TRAF1;CFLAR,TANK;TRIM52;TNFSF11;RBCK1;MID2;MAP3K13;TRAF6;CAMK2A;TERF2IP;TRIM13;RIPK2;PYCARD
positive regulation of transcription from RNA polymerase II promoter (GO:0045944),0.699347385098698,1.081401228236316,0.001,0.9024490845286405,849,211,FOXD2;SMARCA4;TET1;SCX;SS18L1;HIF1A;NFATC2;ZMIZ1;CITED4;NR4A1;MUC1;TNFSF11;IKZF4;HOXB7;MC1R;CCNL2;IKZF1;NFIX;FOXJ1;HDAC3;TRAF6;SBNO2;FOXA1;ISL1;TBL1XR1;TAF2;GLIS2;NCOA2;HYAL2;PPARG;GLMP;BMPR2;AGRN;ELK4;MTF1;DDN;RIPK2;CREB3L4;NAMPT;TFAP2A;TCF20;NPAS1;IRF7;PAGR1;DOT1L;CCNH;SMAD4;REL;NR1H2;CDK9;ZBTB17;HOXC4;SIRT2;FLCN;SP1;TET2;MAP2K5;TNKS;LRP6;NFKB2;CCNL1;CITED2;SCAP;SIN3A;TCF3;BCL9L;LITAF;CRTC3;PPP1R12A;ZBED1;YAP1;RELB;MZF1;MESP1;ZNF76;IKBKB;SSBP2;WBP2;RELA;MEN1;ONECUT1;MAVS;ABHD14B;RXRA;NFIC;NCOA1;EFCAB7;NCOA3;CAMTA1;SOX4;GRHL2;TP53BP1;MED17;E2F2;HOXB3;IRF3;IRF5;SMARCB1;HIPK2;ZNF382;JUP;HOXB2;MED25;NR2C2;AAMDC;LRP5;TEAD2;HDAC2;ELF1;NR1D2;PAXBP1;HOXD13;NCOA6;PROX1;FSTL3;THRA;HSF2;ASXL1;ERCC2;CREBRF;DAB2IP;HEYL;PER1;HDAC5;ITGA6;BMP2;PRDM16;RAI1;HELZ2;RTF1;CSRNP3;USF2;TAF9B;IKZF2;OTX2;MED12;TP73;RNASEL;LPIN2;PRKN;DDX17;RFX5;HHEX;MYB;ARHGEF2;NFATC4;SMAD9;EBF3;NR1H3;ZNF609;NOTCH3;KLF15;EBF4;CRTC1;DBP;IRF6;PBX1;HNF4A;CHP2;VENTX;ZIC3;POMC;DDX58;NFKBIA;PRKD2;LPIN3;RGMA;OGT;BCAS3;ZNF649;RORA;PFKM;KDM6B;GATA5;MYO6;ETS1;FOXC1;HMGA2;HDAC1;TCF7L2;SOX11;WWOX;BEX1;AKAP8L;MAPK3;SOX17;STAT1;MAML3;STAT6;FGFR2;SOX12;PBX2;PPARA;RARB;FOXA3;SSBP3;DLL1;HIF3A;GATA4;PAX6;PITX2;MLXIPL;GATA3;FOXA2;FOXH1;BMP5;EPCAM;HNF1B;FZD5;SALL1;VEGFA,FOXD2;SMARCA4;TET1;SCX;SS18L1;HIF1A;NFATC2;ZMIZ1;CITED4;NR4A1;MUC1;TNFSF11;IKZF4;HOXB7;MC1R;CCNL2;IKZF1;NFIX;FOXJ1;HDAC3;TRAF6;SBNO2;FOXA1;ISL1;TBL1XR1;TAF2;GLIS2;NCOA2;HYAL2;PPARG;GLMP;BMPR2;AGRN;ELK4;MTF1;DDN;RIPK2;CREB3L4;NAMPT;TFAP2A;TCF20;NPAS1;IRF7;PAGR1;DOT1L
negative regulation of viral life cycle (GO:1903901),0.7129268688826467,1.02846896218876,0.37,0.9024641950152169,62,18,ISG15;MID2;TRIM13;IFIT1;EIF2AK2;TRIM26;PML;TRIM32;MAVS;FAM111A;PROX1;SRPK2;RNASEL;APOBEC3G;APOBEC3F;APOBEC3C;GSN;BST2,ISG15;MID2;TRIM13;IFIT1;EIF2AK2
protein targeting to membrane (GO:0006612),0.7151795986894887,1.0279302225819693,0.388,0.9026616156315328,62,16,RABGEF1;CHMP4B;ZDHHC7;ZDHHC12;PEX16;ZDHHC23;PEX19;ATG4D;PEX5;ZDHHC24;ATG4B;TAOK2;ZDHHC1;MYO1C;EXOC4;ZDHHC4,RABGEF1;CHMP4B;ZDHHC7
regulation of viral genome replication (GO:0045069),0.765415489004384,1.0911531167482387,0.19,0.9026908049455673,64,15,ISG15;IFIT1;EIF2AK2;MAVS;PPIE;HACD3;FAM111A;PROX1;SRPK2;RNASEL;RAD23A;APOBEC3G;APOBEC3F;APOBEC3C;BST2,ISG15;IFIT1;EIF2AK2
calcium ion transmembrane transport (GO:0070588),0.7304193552335821,1.0696758786776976,0.187,0.9034653506059451,87,26,MCOLN3;ATP2A1;CACNA1G;MICU2;CACNG7;TRPV1;TRPM2;SPG7;TRPV2;MICU1;TRPC1;TRPV6;TRPC5;CACNG8;GRIN2B;P2RX4;SLC8A2;TRPV4;GAS6;TRPV3;SLC24A2;CACNB3;TRPM4;TRPC4;TRPA1;ATP2B4,MCOLN3;ATP2A1;CACNA1G;MICU2;CACNG7;TRPV1;TRPM2
autophagosome assembly (GO:0000045),0.7498509210546993,1.0961406303838794,0.13,0.9043015188973982,59,21,UBXN2B;ATG2B;ATG7;ATG13;BECN1;AMBRA1;RAB1B;GABARAPL2;WIPI1;TP53INP2;ULK3;RAB23;ATG4D;ULK1;ATG4B;PACS2;MAP1LC3A;STX17;ULK2;GABARAPL1;ATG16L2,UBXN2B;ATG2B;ATG7;ATG13
calcium-mediated signaling (GO:0019722),0.7659389180506605,1.1024649711360717,0.13,0.9045214190785726,71,20,NMUR2;TNFSF11;LRRK2;TRPM2;DMPK;ADGRL1;BTK;FKBP1B;PLCE1;PTGFR;AZU1;SAMD14;PPP1R9A;PRKACA;PLCG1;MCTP2;TRPM4;PLCG2;NUDT4;CAMKK2,NMUR2;TNFSF11;LRRK2;TRPM2;DMPK
regulation of lipid metabolic process (GO:0019216),0.728011858525843,1.0766471358843155,0.15,0.9045312804033601,101,30,CHD9;HDAC3;TBL1XR1;NCOA2;PPARG;TM6SF2;LACTB;SIN3A;CARM1;RXRA;NCOA1;RBL2;ANGPTL4;PEX11A;FGFR4;NR1D2;NCOA6;HELZ2;SLC27A1;PLIN2;SMARCD3;ABCA1;HNF4A;APOC1;RORA;APOA2;ACSL1;MID1IP1;NPC2;PPARA,CHD9;HDAC3;TBL1XR1;NCOA2;PPARG
protein targeting (GO:0006605),0.7440693045866715,1.0935102566723127,0.103,0.9048188490636362,134,27,VPS13A;AKAP6;RABGEF1;SRP54;ZDHHC7;ZDHHC12;TIMM17B;VPS13C;TMEM50B;PEX16;ZDHHC23;PEX1;PEX19;ATG4D;ZDHHC24;ATG4B;TAOK2;ZDHHC1;MYO1C;GIPC1;EXOC4;ZDHHC4;HOMER3;TSPO;OPTN;KIF13B;AP1M2,VPS13A;AKAP6;RABGEF1;SRP54;ZDHHC7
regulation of cell growth (GO:0001558),0.7113737046112942,1.0699573564449003,0.076,0.9060987591822678,202,55,MMP14;SMARCA4;PTPRJ;CSNK2A3;PSRC1;AKAP6;TP53TG5;PPP2R1A;SOCS2;HYAL2;BMPR2;STK11;N6AMT1;SMAD4;EGLN2;IL17RB;TGFBR1;FLCN;SERTAD2;SGK2;NDUFA13;ADAM17;SIPA1;SERTAD3;PML;ARHGEF11;TRIM32;SLIT3;AKT1;WNT11;CDA;CDKN1B;CSNK2A1;KIAA1109;GNG4;TAOK2;DNAJB2;PLCE1;HDGFL2;ACVR1B;TAF9B;APBB1;OSGIN1;DNPH1;KIF26A;HNF4A;LAMTOR2;RBBP7;CAMK2D;SOX17;FRZB;LTBP4;HPN;SFRP1;BST2,MMP14;SMARCA4;PTPRJ;CSNK2A3;PSRC1;AKAP6;TP53TG5;PPP2R1A;SOCS2;HYAL2;BMPR2;STK11
toll-like receptor signaling pathway (GO:0002224),0.752946186853651,1.092778851714173,0.144,0.9061548168881354,87,18,TRAF3;BIRC2;TRAF6;PIK3AP1;RIPK2;ITGB2;CASP8;IRAK4;TRIL;IKBKB;BTK;TAB1;TLR5;UNC93B1;TICAM1;IRAK1;CTSB;COLEC12,TRAF3;BIRC2;TRAF6;PIK3AP1;RIPK2;ITGB2;CASP8
positive regulation of sequence-specific DNA binding transcription factor activity (GO:0051091),0.7106046184116485,1.0770486485160429,0.051,0.9062768455145787,216,66,SMARCA4;TANK;TRIM52;TNFSF11;RBCK1;MID2;MAP3K13;TRAF6;FOXA1;CAMK2A;PPARG;TERF2IP;TRIM13;RIPK2;TAF12;PYCARD;JMY;EIF2AK2;CRADD;SMO;TRIM26;IRAK4;LRP6;NFKB2;TCF3;STK3;CRTC3;IKBKB;BTK;TRIM32;RELA;MAVS;NFAM1;STK36;AKT1;TRADD;TP53BP1;FANK1;SMARCB1;HIPK2;AGER;PIDD1;JUP;TAB1;PLPP3;RELN;HDAC5;ZIC2;ADAM8;DVL2;ARHGEF2;FZD4;TRIM38;CRTC1;TRAF5;EDA;PRKCZ;DDX58;NFKBIA;PRKD2;IRAK1;TRAF1;BEX1;CFLAR;KIT;VEGFA,SMARCA4;TANK;TRIM52;TNFSF11;RBCK1;MID2;MAP3K13;TRAF6;FOXA1;CAMK2A;PPARG;TERF2IP;TRIM13;RIPK2;TAF12;PYCARD;JMY
intrinsic apoptotic signaling pathway (GO:0097193),0.7493678241808468,1.1038245554212553,0.086,0.9070652169706389,102,30,TANK;BCL2L10;ATP2A1;ZNF385B;STK11;ZNF385C;PYCARD;CASP9;JMY;ZNF346;HTRA2;PDK2;PPP1R13B;FHIT;BAD;LGALS12;HIPK2;BBC3;BNIP3;KRCC1;PRKCD;BAG6;DAB2IP;ZNF385A;ARL6IP5;PPM1F;TP73;BCL2L2;IKBKE;MSH6,TANK;BCL2L10;ATP2A1;ZNF385B;STK11;ZNF385C;PYCARD;CASP9;JMY
nuclear-transcribed mRNA catabolic process (GO:0000956),0.7608788306557486,1.1015736944873917,0.143,0.9075710364400967,175,17,CNOT1;DCPS;CNOT2;CNOT6L;PPP2R1A;CNOT3;ZFP36;DCP1B;NBAS;UPF3A;CNOT8;SMG6;NBDY;PNRC1;DIS3L2;RPS4Y1;PAN2,CNOT1;DCPS;CNOT2;CNOT6L;PPP2R1A;CNOT3
activation of MAPK activity (GO:0000187),0.7313708707703883,1.081508259346142,0.125,0.9091815198121643,118,31,INAVA;LRRK2;TRAF6;DRD4;RIPK2;NTF3;MAP2K5;INSR;MAP2K2;MAP3K11;MAP4K1;S1PR2;MAP3K6;HACD3;TAB1;IGF2;TAOK2;PLCE1;MAP3K20;DAB2IP;BMP2;MAP3K9;MADD;PKN1;MAP3K10;MAP2K6;MAP4K2;MAPK8IP3;IRAK1;MAPK3;KIT,INAVA;LRRK2;TRAF6;DRD4;RIPK2
positive regulation of cytokine production (GO:0001819),0.7120321198292738,1.0706733727020266,0.085,0.9092918931010435,221,58,CD6;TANK;HIF1A;INAVA;AGPAT1;TRAF6;EREG;ISL1;FLT4;RIPK2;PYCARD;IRF7;TNFSF4;EIF2AK2;IL23A;ZP3;PIBF1;PLCB1;DDX60;CD34;NFKB2;HILPDA;C1QTNF4;ADAM17;RELA;LURAP1;MAVS;NFAM1;PUM1;IRF3;IRF5;AGER;POLR2F;TLR5;AGPAT2;POLR3GL;HLA-E;TICAM1;ZNF580;ARNT;ARHGEF2;CCBE1;PDE4D;PRKCZ;DDX58;PRKD2;MAPK13;RASGRP1;RORA;IRAK1;CYBA;CCDC88B;FLOT1;C3;STAT6;GATA4;GATA3;FZD5,CD6;TANK;HIF1A;INAVA;AGPAT1;TRAF6;EREG;ISL1;FLT4;RIPK2;PYCARD;IRF7;TNFSF4;EIF2AK2;IL23A;ZP3;PIBF1;PLCB1
mitotic sister chromatid segregation (GO:0000070),0.7687011407698306,1.1007274395892555,0.149,0.9096331287930957,83,16,CHMP5;POGZ;PSRC1;TUBG1;CHMP4B;BECN1;PHF13;CHMP1A;PIBF1;TTN;RAB11A;TUBG2;DIS3L2;KLHL22;CHMP2A;AKAP8L,CHMP5;POGZ;PSRC1;TUBG1;CHMP4B;BECN1;PHF13;CHMP1A;PIBF1
protein modification by small protein removal (GO:0070646),0.7138161860053162,1.0738965065300898,0.085,0.9097138758599526,262,55,DMWD;INO80E;SENP2;TANK;HIF1A;TRAF3;BIRC2;ATXN3;USP19;TRAF6;RIPK2;BECN1;USP2;SMAD4;ABRAXAS1;TGFBR1;TNKS;TAF10;MDM4;FOXK1;RNF146;RNF123;PSME2;RNF135;APC;MAVS;MBD5;OTUD3;USP9Y;USP27X;USP21;ACTR8;USP35;TNFAIP3;USP30;TAB1;OTUB2;TADA3;POLB;USP20;USP43;ASXL1;USP49;USP4;TAF9B;MBD6;PRKN;RAD23A;USP51;DDX58;NFKBIA;OGT;PSME1;USP11;GATA3,DMWD;INO80E;SENP2;TANK;HIF1A;TRAF3;BIRC2;ATXN3;USP19;TRAF6
negative regulation of signaling (GO:0023057),0.7427959092133547,1.0820110163659238,0.167,0.9099967052363007,84,22,EPHA4;BRAF;FLT4;EPHA8;INSR;RAF1;FGFR4;EPHB6;FGFR3;MERTK;DDR1;MST1R;MVP;KIF26A;EPHB3;PDGFRA;ROR2;FGFR2;TYRO3;EPHB2;OPTN;KIT,EPHA4;BRAF;FLT4;EPHA8
cellular protein complex assembly (GO:0043623),0.7505168357895308,1.0992717994522396,0.105,0.9100224084236611,145,26,POGZ;VBP1;CENPC;SRP54;BBS12;CCT6B;UVRAG;HIP1;SMAD4;IMMP2L;GPX4;HIP1R;TMEM250;SRC;FCHO1;CCDC40;ARL2;SEPT8;SEPT3;CAND2;TBCD;CYBA;CHMP2A;MID1IP1;SEPT5;SEPT6,POGZ;VBP1;CENPC;SRP54;BBS12;CCT6B;UVRAG;HIP1;SMAD4;IMMP2L
calcium ion transport (GO:0006816),0.7425508703283229,1.0938111346574844,0.082,0.9102188565209731,119,33,MCOLN3;NMUR2;ATP2A1;CAMK2A;CACNA1G;CACNG7;TRPV1;TRPM2;TRPV2;PSEN1;CDH23;MICU1;CRACR2B;ORAI3;TRPC1;CACNA1F;TRPV6;STIM1;TRPC5;CACNG8;P2RX4;SLC8A2;TRPV4;GAS6;TRPV3;CACNA1B;SLC24A2;CACNB3;CACNA1H;TRPM4;TRPC4;TRPA1;ATP2B4,MCOLN3;NMUR2;ATP2A1;CAMK2A;CACNA1G;CACNG7;TRPV1;TRPM2
canonical Wnt signaling pathway (GO:0060070),0.7026757955994609,1.0263137548531254,0.361,0.9104816765002862,74,26,LRRK2;OTULIN;EGF;PTK7;FZD7;SMO;LRP6;PSEN1;FZD8;DVL1;APC;FRAT1;SOX4;WNT4;LRP5;PLPP3;DIXDC1;WNT8A;DVL2;FZD4;TCF7L2;CDH3;FRZB;GATA3;SFRP1;FZD5,LRRK2;OTULIN;EGF;PTK7
regulation of epithelial cell proliferation (GO:0050678),0.7362700541478779,1.0719469614888277,0.186,0.9112080998883261,73,22,NR4A1;EREG;PBLD;PEX2;TGFBR3;LAMB1;ZFP36;TINF2;DEAF1;BAD;CDK6;DAB2IP;CDKN1C;MARVELD3;FGFR2;MCC;MAGED1;BMP5;HPN;MTSS1;SFRP1;VEGFA,NR4A1;EREG;PBLD;PEX2;TGFBR3;LAMB1;ZFP36
