Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
positive regulation of kinase activity (GO:0033674),0.7067743725267278,1.0767150130310945,0.202,0.76395434912421,114,18,CCR7;ZNF16;RAP1A;FGFR1;EPHB3;PRKAG1;IQGAP1;RAPGEF2;MAP2K3;LMO4;IGF1R;RPLP1;AXL;CDKN1A;TAB2;RASSF2;GAS6;CYR61,CCR7;ZNF16;RAP1A;FGFR1;EPHB3;PRKAG1;IQGAP1;RAPGEF2;MAP2K3
regulation of signal transduction by p53 class mediator (GO:1901796),0.6971622035593714,1.0756429484184136,0.201,0.7684720197444,139,21,CSNK2A2;ZNF385A;PRKAG1;HUS1;PRKAA1;JMY;PHF20;NOP53;TAF7;RPL11;TP53BP2;PPP1R13L;SMYD2;UBC;PRKAA2;PRKAB2;UBA52;RPL5;RPL23;RPS27A;NUAK1,CSNK2A2;ZNF385A;PRKAG1;HUS1;PRKAA1;JMY;PHF20
regulation of establishment of planar polarity (GO:0090175),0.717899201917918,1.092778157189164,0.1831831831831832,0.7695635076681085,90,16,RAC1;PSME4;SMURF2;PSMF1;CDC42;FZD1;AP2M1;AP2S1;RHOA;PSMD8;UBC;UBA52;PFN1;DACT1;RPS27A;WNT5A,RAC1;PSME4;SMURF2;PSMF1
phosphorylation (GO:0016310),0.6690287096606946,1.0767932970183696,0.102,0.771437288674148,387,57,PRKACB;PAK2;CDK7;PINK1;PKN2;SURF1;FGFR1;DAPK3;CSNK1A1;PRKAG1;UQCRC2;PRKAA1;PIK3C3;STK38;GK5;CSNK1D;TLK2;SIK2;CCL2;CLK3;GNPTAB;NUAK2;OXSR1;PRKCI;LYN;NIPSNAP2;JAK1;RPS6KA2;FER;STK17B;UQCRB;MAPK6;MKNK2;CSNK1E;PRKD1;AKT3;MAP2K1;NIM1K;UQCRH;BCKDK;WNK4;CDKL5;TGFB2;MAP3K8;FNIP2;PRKAA2;GAS6;PIM1;ADM2;SGK1;NEK7;CCL11;STK38L;PGK1;TGFBR1;NUAK1;IGFBP3,PRKACB;PAK2;CDK7;PINK1;PKN2;SURF1;FGFR1;DAPK3;CSNK1A1;PRKAG1;UQCRC2;PRKAA1;PIK3C3;STK38
cytokine-mediated signaling pathway (GO:0019221),0.6642745652634673,1.0884873017786187,0.025,0.7722503960682839,634,104,GRB2;PAK2;CUL1;HLA-G;CXCL3;SOS1;CRKL;PODNL1;FBXW11;PDCD4;IL17RA;CCL26;IL1B;IFNGR1;CTR9;CXCL5;UBE2N;PSME4;FOXO3;MYC;PSMF1;FSCN1;SKP1;IRF7;BIRC2;TAB3;FPR1;CCL13;RHOU;PTGS2;PODN;IL4R;CCL2;CDC42;HMOX1;RELA;CLCF1;MSN;TXNDC17;ASPN;ADIPOR1;JUNB;MT3;LEPR;JAK1;LCP1;FER;IL11;IL13RA1;IL32;SHC1;IFITM2;STAT4;IRS2;PSMD8;BRWD1;GBP1;HLA-E;MUC1;PPIA;VIM;IFITM3;CEBPD;COL1A2;ACKR3;ICAM1;IFITM1;CDKN1A;HIF1A;MAP3K8;TMSB4X;TAB2;CXCL8;UBC;ANXA2;VEGFA;UBA52;BGN;PLP2;SOD2;P4HB;ISG15;YWHAZ;STAT1;CFL1;CCL20;SAA1;PIM1;RPS27A;RPLP0;RORA;CANX;OAS3;OSMR;ITGB1;HSP90B1;CCL11;FN1;CNN2;IL1A;FGF2;IL6;CSF2RB;TNFRSF11B,GRB2;PAK2;CUL1;HLA-G;CXCL3;SOS1;CRKL;PODNL1;FBXW11;PDCD4;IL17RA;CCL26;IL1B;IFNGR1;CTR9;CXCL5;UBE2N;PSME4;FOXO3;MYC;PSMF1;FSCN1;SKP1;IRF7;BIRC2;TAB3
positive regulation of protein ubiquitination (GO:0031398),0.7081365381593733,1.0800926771429404,0.21621621621621623,0.7730870542601789,84,16,DCUN1D2;PHF23;PINK1;DCUN1D4;UBE2N;WFS1;BIRC2;SMAD7;PTEN;DERL1;MALT1;SPHK1;RPS2;TRIB3;ANGPT1;PTTG1IP,DCUN1D2;PHF23;PINK1;DCUN1D4;UBE2N;WFS1;BIRC2
regulation of protein kinase B signaling (GO:0051896),0.6861802093742392,1.0815064395051728,0.155,0.7733138171596686,164,28,GRB2;CCR7;PINK1;FGFR1;FGF1;HIP1;IGF2;PTPRJ;MYDGF;SRC;PTEN;RTN4;FGF7;NOP53;PLEKHA1;IRS2;PPP2R5B;TRIB3;HAX1;OSBPL8;ANGPT1;RACK1;GAS6;RNF41;ITGB1;TGFBR1;THBS1;FGF2,GRB2;CCR7;PINK1;FGFR1;FGF1
regulation of gene expression (GO:0010468),0.6658688506885363,1.093278763700661,0.011,0.7740783730077063,1038,122,MLF1;ZNF16;FUBP1;DENND4A;ZNF230;PINK1;SAP30;ATF2;UBR5;NR2C2;DAPK3;FADS1;ROCK1;NFYB;HDAC5;ZNF12;ZNF677;CLK1;ZNF532;IL1B;CTR9;NFE2L2;ZNF33B;PHF21A;PRKAG1;ZNF131;ZNF699;MOK;ARNTL;HIC1;ZNF274;PRKAA1;PLSCR1;MYC;MBNL2;ZNF415;IGF2;CRABP2;KRAS;SSBP2;ID2;VDR;YY1;ERP29;ZNF140;CLK3;RELA;GDNF;MSN;YBX1;FOXD1;ZNF275;TDG;KDM3A;APLN;DDX58;IGF1;SFRP1;ZNF419;ACTG2;MT3;APBB3;NFIL3;MBNL1;MAPK6;MBD4;ARNT2;ZNF703;ZC3H12A;RPL11;MAP2K1;RPS7;TSC22D3;BHLHE40;PDCD10;HINT1;NR3C1;GSN;RPS3;WARS;CNOT8;EDF1;CALCOCO1;CITED2;DDX3Y;AJUBA;TGFB2;HIF1A;ETS1;PFDN5;RPL6;CD46;VEGFA;RACK1;HIVEP2;RPL5;GAS6;RPL23;ZNF470;CALR;ZNF395;ITGB8;BTG1;RORA;ADM2;ZNF503;EFEMP1;PICALM;ATF5;MYADM;ZNF281;SFRP4;SORT1;WNT5A;ATF4;FN1;STC2;IL1A;ACTA2;TGFBR1;INHBA;IL6,MLF1;ZNF16;FUBP1;DENND4A;ZNF230;PINK1;SAP30;ATF2;UBR5;NR2C2;DAPK3;FADS1;ROCK1;NFYB;HDAC5;ZNF12;ZNF677;CLK1;ZNF532;IL1B;CTR9;NFE2L2;ZNF33B;PHF21A;PRKAG1;ZNF131;ZNF699;MOK;ARNTL;HIC1;ZNF274;PRKAA1;PLSCR1;MYC;MBNL2;ZNF415
regulation of protein complex assembly (GO:0043254),0.7136967141184436,1.0778840981367364,0.22,0.7745021174704775,74,15,PIH1D1;PINK1;RNF4;STXBP1;CDC42;SRC;NOP53;SUMO1;GSN;RPS3;WARS;AJUBA;FNIP2;VEGFA;FBLIM1,PIH1D1;PINK1;RNF4;STXBP1
non-canonical Wnt signaling pathway (GO:0035567),0.711185783515871,1.0957612959651482,0.167,0.7758670581670538,128,20,RAC1;PSME4;NFATC1;SMURF2;PSMF1;CDC42;CALM1;SFRP1;FZD1;AP2M1;AP2S1;RHOA;PSMD8;UBC;UBA52;GNB1;PFN1;RPS27A;SFRP4;WNT5A,RAC1;PSME4;NFATC1;SMURF2;PSMF1
stimulatory C-type lectin receptor signaling pathway (GO:0002223),0.695986239863662,1.0771128335651092,0.202,0.7758751396420525,122,22,PRKACB;PAK2;CUL1;UBE2D2;FBXW11;UBE2N;PSME4;PSMF1;SKP1;TAB3;NRAS;KRAS;RELA;SRC;LYN;MALT1;PSMD8;MUC1;TAB2;UBC;UBA52;RPS27A,PRKACB;PAK2;CUL1;UBE2D2;FBXW11;UBE2N;PSME4;PSMF1;SKP1;TAB3;NRAS
Fc-epsilon receptor signaling pathway (GO:0038095),0.6890128943775972,1.0818479542296076,0.156,0.7780521599951897,183,28,GRB2;PAK2;CUL1;UBE2D2;SOS1;FBXW11;RAC1;UBE2N;PSME4;NFATC1;PSMF1;SKP1;TAB3;NRAS;KRAS;MAP2K4;RELA;CALM1;LYN;FER;MALT1;NR4A3;SHC1;PSMD8;TAB2;UBC;UBA52;RPS27A,GRB2;PAK2;CUL1;UBE2D2;SOS1;FBXW11;RAC1;UBE2N;PSME4;NFATC1;PSMF1;SKP1;TAB3;NRAS
protein complex subunit organization (GO:0071822),0.7078794274115267,1.0804025897989677,0.217,0.7781583345970013,46,17,SEH1L;LUM;ATP7A;LOXL4;SERPINH1;COL3A1;COL1A2;TGFB2;COL1A1;COL5A1;COL12A1;GREM1;COL11A1;COL5A2;LOXL2;TGFBR1;LOX,SEH1L;LUM;ATP7A
Fc receptor signaling pathway (GO:0038093),0.6896743959986779,1.0782780318858112,0.172,0.778302865240865,184,27,GRB2;PAK2;CUL1;UBE2D2;SOS1;FBXW11;RAC1;UBE2N;PSME4;NFATC1;PSMF1;SKP1;TAB3;NRAS;KRAS;MAP2K4;RELA;CALM1;LYN;FER;MALT1;SHC1;PSMD8;TAB2;UBC;UBA52;RPS27A,GRB2;PAK2;CUL1;UBE2D2;SOS1;FBXW11;RAC1;UBE2N;PSME4;NFATC1;PSMF1;SKP1;TAB3;NRAS
regulation of actin filament polymerization (GO:0030833),0.7119407231997598,1.0946281654728007,0.175,0.7787956128244462,69,17,CCR7;FCHSD1;CCL26;RAC1;BAIAP2L1;EPS8;TWF1;PFN2;CDC42EP3;ARF6;FER;HAX1;VASP;PFN1;MYADM;CCL11;LMOD1,CCR7;FCHSD1;CCL26;RAC1;BAIAP2L1;EPS8;TWF1
positive regulation of protein kinase B signaling (GO:0051897),0.6989842889566136,1.083996424499093,0.186,0.7789642834602856,128,21,GRB2;CCR7;PINK1;FGFR1;FGF1;HIP1;IGF2;PTPRJ;MYDGF;SRC;RTN4;FGF7;IRS2;HAX1;OSBPL8;ANGPT1;GAS6;ITGB1;TGFBR1;THBS1;FGF2,GRB2;CCR7;PINK1;FGFR1;FGF1
apoptotic process (GO:0006915),0.6886854459323506,1.0903996050202553,0.116,0.7791059618188555,232,34,NUDT2;ZNF385A;RNF152;PDCD4;DAPK3;PPARD;IL1B;PLSCR1;MYC;HIP1;KREMEN1;FXR1;TNFAIP1;PLAGL1;DAP;TSPO;RTN4;CSRNP1;PMAIP1;YARS;JADE1;OGT;FEM1B;BOK;IER3;RHOB;FAP;DDX41;DLC1;VDAC1;PAWR;GAPDH;IL1A;BNIP3,NUDT2;ZNF385A;RNF152;PDCD4;DAPK3;PPARD;IL1B;PLSCR1;MYC;HIP1;KREMEN1
"transcription, DNA-templated (GO:0006351)",0.6670476763546452,1.072806042881048,0.126,0.7793559824516262,357,50,GTF2F2;MLF1;CDK7;FUBP1;TGFB1I1;AFF4;EPC1;RSF1;CTDP1;COPS2;POLR2H;CTR9;WDR61;NFE2L2;ZNF143;NFATC1;PWP1;FOXO3;MEF2A;IRF7;GATA6;ELOB;NR4A2;KLF5;GTF2H5;LMO4;MAFF;POLR2G;CCNH;MSC;YBX1;MLLT1;NFE2L1;CBFB;SMARCA1;NCBP2;BTF3;TAF7;MLLT3;EPAS1;SRF;NR3C1;SNAPC3;CEBPD;TCEA1;CALCOCO1;HIF1A;HIVEP2;XBP1;ATF4,GTF2F2;MLF1;CDK7;FUBP1;TGFB1I1;AFF4;EPC1;RSF1;CTDP1;COPS2;POLR2H;CTR9;WDR61;NFE2L2;ZNF143;NFATC1;PWP1;FOXO3;MEF2A
gene expression (GO:0010467),0.6637346317039596,1.0886865663597332,0.025,0.7802130351612591,412,111,MLF1;SRSF2;HNRNPL;SEH1L;FYTTD1;EPC1;RPS26;CELF2;ATXN1;POLR2H;MRPL51;NOX4;PWP1;MEF2A;CASC3;RBPMS;NR4A2;RPS4Y1;THOC7;POLR2G;RPL36;RPL23A;RPL35;RPS28;HBS1L;GOLPH3;TNIP1;RRBP1;SMARCA1;NCBP2;RPL14;ALKBH5;RSL24D1;RPL34;RPS29;NUP58;DHX32;RPS21;RPL10A;RPL28;RPL30;RPS9;DHX40;RPL41;RPL11;AGFG1;RPS15A;RPS7;RPS25;RPL26;RPL15;NR3C1;RPL18;RPS19;RPS3;WARS;RPS3A;RPL7A;RPL19;RPLP2;RPS14;RPS2;RPL13;RPLP1;RPL37A;RPL27;RPL35A;EEF1A1P5;CALCOCO1;RPL22;RPS20;RPS23;RPL4;RPL38;RPL18A;RPL27A;RPL37;RPS17;RPS13;TARS;RPS16;RPL6;RPS4X;RPS24;RPL12;RPL24;RPL39;RPS11;RPL29;RPL31;RPS5;RPL7;RPL5;RPL8;RPL32;RPL23;RPS27;RPL21;RPS18;SARS;RPL3;RPL13A;RPS27A;RPLP0;RPS8;RPS6;RPL9;RBM3;RPSA;RPL10;EEF1A1,MLF1;SRSF2;HNRNPL;SEH1L;FYTTD1;EPC1;RPS26;CELF2;ATXN1;POLR2H;MRPL51;NOX4;PWP1;MEF2A
organonitrogen compound biosynthetic process (GO:1901566),0.6942920009804378,1.0870246367223197,0.154,0.780485461625985,182,29,CSNK2A2;SLC27A1;ALDH18A1;ARG2;GCH1;VAPB;ELOVL5;GOT1;GOLPH3;CERS5;PLPP1;TNIP1;MT-RNR1;SGPL1;DEGS1;GCNT1;GSTM3;PCSK5;HACD1;GSTP1;SPHK1;PRKD1;MGST1;PYCR1;ASS1;GLS;GPT2;ASNS;INHBA,CSNK2A2;SLC27A1;ALDH18A1;ARG2;GCH1
cellular response to interferon-gamma (GO:0071346),0.7128962996311882,1.0935605118631484,0.17,0.7817703973857351,117,19,HLA-G;DAPK3;CCL26;IFNGR1;IRF7;CCL13;CCL2;JAK1;GBP1;HLA-E;ICAM1;EPRS;STAT1;CCL20;RPL13A;OAS3;WNT5A;CCL11;GAPDH,HLA-G;DAPK3;CCL26;IFNGR1
"Wnt signaling pathway, planar cell polarity pathway (GO:0060071)",0.7179995699512558,1.0908629098933438,0.218,0.7838534193270291,89,15,RAC1;PSME4;SMURF2;PSMF1;CDC42;FZD1;AP2M1;AP2S1;RHOA;PSMD8;UBC;UBA52;PFN1;RPS27A;WNT5A,RAC1;PSME4;SMURF2;PSMF1
positive regulation of cytokine production (GO:0001819),0.6846092954617831,1.0821599733052656,0.135,0.7839671353413844,221,33,CCR7;HLA-G;IL17RA;POLR2H;IL1B;RUNX1;IRF7;PDE4B;PTGS2;ARHGEF2;RELA;FAM49B;DDX58;MALT1;POLR3D;PDE4D;HLA-E;RPS3;RASGRP1;HIF1A;CD46;SAA1;DDX41;RORA;SULF1;LRRFIP1;WNT5A;HILPDA;ATF4;GAPDH;IL1A;SERPINE1;IL6,CCR7;HLA-G;IL17RA;POLR2H;IL1B;RUNX1;IRF7;PDE4B
peptidyl-serine modification (GO:0018209),0.7081353642699855,1.095970171192865,0.141,0.7852494175210127,171,22,PAK2;PINK1;PKN2;DAPK3;CSNK1A1;STK38;CSNK1D;TLK2;CSNK1G3;PKD1;PRKCI;PDK3;MKNK2;CSNK1E;PRKD1;AKT3;GALNT15;GAS6;GALNT10;SGK1;STK38L;TGFBR1,PAK2;PINK1;PKN2;DAPK3;CSNK1A1
innate immune response activating cell surface receptor signaling pathway (GO:0002220),0.695986239863662,1.078406153549164,0.199,0.7857200133857716,125,22,PRKACB;PAK2;CUL1;UBE2D2;FBXW11;UBE2N;PSME4;PSMF1;SKP1;TAB3;NRAS;KRAS;RELA;SRC;LYN;MALT1;PSMD8;MUC1;TAB2;UBC;UBA52;RPS27A,PRKACB;PAK2;CUL1;UBE2D2;FBXW11;UBE2N;PSME4;PSMF1;SKP1;TAB3;NRAS
T cell receptor signaling pathway (GO:0050852),0.702181761179206,1.0826973658460395,0.186,0.7862500698996915,164,20,PAK2;CUL1;UBE2D2;FBXW11;UBE2N;PSME4;PSMF1;SKP1;PDE4B;PTPRJ;THY1;RELA;BTN2A1;MALT1;PSMD8;PDE4D;TAB2;UBC;UBA52;RPS27A,PAK2;CUL1;UBE2D2;FBXW11;UBE2N;PSME4;PSMF1;SKP1;PDE4B
phosphate-containing compound metabolic process (GO:0006796),0.7095170936287848,1.0849895156369593,0.21,0.7865777322674251,184,16,PAK2;DUSP3;PFKL;INPP5A;GK5;PLPP4;PTEN;PLPP1;CALM1;BCKDK;ALDOC;ALDOA;PTPRB;PLCB4;GFPT1;PGK1,PAK2;DUSP3;PFKL;INPP5A
negative regulation of intrinsic apoptotic signaling pathway (GO:2001243),0.7058416420944134,1.0889200746817238,0.166,0.7874759447830479,63,19,PINK1;NFE2L2;NOL3;TMBIM6;ARHGEF2;CREB3L1;SRC;SNAI1;SELENOS;ACKR3;HYOU1;TXNDC12;SOD2;XBP1;HSPB1;TPT1;PTTG1IP;ENO1;HERPUD1,PINK1;NFE2L2;NOL3
antigen receptor-mediated signaling pathway (GO:0050851),0.7000179128010907,1.0839980922856793,0.181,0.7887992723007681,258,21,PAK2;CUL1;UBE2D2;FBXW11;UBE2N;PSME4;PSMF1;SKP1;PDE4B;PTPRJ;THY1;RELA;PLEKHA1;BTN2A1;MALT1;PSMD8;PDE4D;TAB2;UBC;UBA52;RPS27A,PAK2;CUL1;UBE2D2;FBXW11;UBE2N;PSME4;PSMF1;SKP1;PDE4B
negative regulation of Wnt signaling pathway (GO:0030178),0.7042635515739059,1.0993209455651072,0.125,0.7900651995553032,175,25,CSNK1A1;PSME4;NFATC1;HIC1;PSMF1;KREMEN1;NXN;SFRP1;MLLT3;PSMD8;JADE1;DKK3;PFDN5;UBC;SIAH2;IGFBP4;DAB2;RACK1;UBA52;CTNND1;DACT1;RPS27A;GREM1;SFRP4;WNT5A,CSNK1A1;PSME4;NFATC1;HIC1;PSMF1;KREMEN1
regulation of mitotic cell cycle (GO:0007346),0.7090725559139287,1.0981635185863903,0.142,0.7924686237025825,166,23,PAK2;DUSP3;MAP2K5;PKN2;DAPK3;IQGAP1;BTG3;CCDC8;MAP2K3;MAP2K4;OXSR1;CDKN1B;GNAI1;DYNLT3;SPHK1;MAP2K1;MAP3K8;EIF4EBP1;INTS13;PIM1;BTG1;NEK7;ASNS,PAK2;DUSP3;MAP2K5;PKN2;DAPK3;IQGAP1;BTG3;CCDC8;MAP2K3
sulfur compound biosynthetic process (GO:0044272),0.7023090543861189,1.0852944654331151,0.172,0.7930134948092741,123,20,CBS;LUM;VCAN;CTH;MPST;GSTM3;B4GALT4;HAGH;CHSY3;GSTP1;PAPSS2;CSGALNACT1;MGST1;FMOD;ANGPT1;CHSY1;BGN;DSE;CHAC1;B4GALT1,CBS;LUM;VCAN;CTH
peptidyl-serine phosphorylation (GO:0018105),0.7081908268699567,1.0971528033697762,0.145,0.793287687711014,146,21,PAK2;PINK1;PKN2;DAPK3;CSNK1A1;STK38;CSNK1D;TLK2;CSNK1G3;PKD1;PRKCI;PDK3;MKNK2;CSNK1E;PRKD1;AKT3;PRKAA2;GAS6;SGK1;STK38L;TGFBR1,PAK2;PINK1;PKN2;DAPK3;CSNK1A1
transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),0.6755904900524149,1.0960065192142199,0.025,0.796987645825141,397,69,GRB2;GTF2F2;PAK2;SOS1;ITSN1;ATP6V1E1;FGFR1;EPHB3;ROCK1;WASF2;POLR2H;FGF1;RAC1;BAIAP2L1;ARPC4;RAPGEF2;IGF2;ZFYVE27;PTPRJ;IGF1R;RHOQ;ATP6V1G1;CDC42;POLR2G;PSEN1;ARPC3;SRC;ARPC5;ATP6V1D;FGF7;IGF1;ACTR2;LYN;JAK1;FER;AP2M1;NCBP2;BRK1;AP2S1;SHC1;RHOA;IRS2;PRKD1;SHOC2;AP3S1;PDGFC;AXL;SIPA1L1;ARHGEF28;UBC;ANGPT1;VEGFA;UBA52;HSPB1;SDC2;ARPC2;ACTR3;NEDD9;RPS27A;ITGB3;SULF1;DDIT4;SORT1;BDNF;MYL12A;ITGAV;ACTB;ACTG1;FGF2,GRB2;GTF2F2;PAK2;SOS1;ITSN1;ATP6V1E1;FGFR1;EPHB3;ROCK1;WASF2;POLR2H;FGF1;RAC1;BAIAP2L1;ARPC4
positive regulation of MAP kinase activity (GO:0043406),0.6732880600545204,1.0701875081768204,0.172,0.8046746526124592,178,36,RAP1A;MAP2K5;CRKL;FGFR1;FGF1;IL1B;UBE2N;PRKAA1;TAB3;MAP2K3;IGF2;MAP2K4;FPR1;ERP29;IGF1;SHC1;MAP2K1;PDCD10;RPS3;PDGFC;TPD52L1;RASGRP1;TAB2;UBC;VEGFA;UBA52;PEA15;ADAM9;SAA1;RPS27A;GADD45B;EDN1;WNT5A;TGFBR1;THBS1;FGF2,RAP1A;MAP2K5;CRKL;FGFR1;FGF1;IL1B;UBE2N;PRKAA1;TAB3;MAP2K3;IGF2
vesicle organization (GO:0016050),0.6906593135874366,1.0682763133301567,0.207,0.8126731258640202,128,21,USP8;STX2;S100A10;YKT6;SNX6;SNX11;AKTIP;FAM160A2;STX7;STX5;FNBP1L;VAMP3;SNX33;AP2M1;VAMP7;SNAP23;STX12;ANXA2;PICALM;SORT1;SRGN,USP8;STX2;S100A10;YKT6;SNX6;SNX11;AKTIP;FAM160A2
response to interferon-gamma (GO:0034341),0.6992678099270724,1.0686961657542704,0.243,0.8157203779547093,69,16,DAPK3;CCL26;GCH1;CCL13;CCL2;IFITM2;IFITM3;CALCOCO2;IFITM1;EPRS;STAT1;CCL20;RPL13A;WNT5A;CCL11;GAPDH,DAPK3;CCL26;GCH1
positive regulation of MAPK cascade (GO:0043410),0.6698488445592253,1.0655081672244187,0.175,0.8233522602712408,290,38,CCR7;RAP1A;FGFR1;EPHB3;CCL26;FGF1;PHB2;WWC1;RAPGEF2;IGF2;CCL13;IGF1R;MYDGF;CCL2;IGF1;MT3;IL11;SHC1;MAP2K1;PDCD10;ACKR3;PDGFC;ICAM1;TPD52L1;RASGRP1;AXL;HTR2A;TGFB2;ANGPT1;VEGFA;GAS6;CCL20;EDN1;CCL11;IL1A;FGF2;IL6;CTGF,CCR7;RAP1A;FGFR1;EPHB3;CCL26;FGF1;PHB2;WWC1;RAPGEF2
activation of protein kinase activity (GO:0032147),0.6669693105312353,1.065842425482625,0.158,0.8268900206750697,234,43,PRKACB;PAK2;RAP1A;PINK1;MAP2K5;CRKL;FGF1;IL1B;UBE2N;PRKAA1;TAB3;MAP2K3;IGF2;PRKAR1A;MAP2K4;FPR1;ERP29;OXSR1;IGF1;MT-RNR1;MT3;MALT1;SHC1;MAP2K1;OSBPL8;TGFB2;MAP3K8;TAB2;UBC;ANGPT1;VEGFA;UBA52;GAS6;PEA15;ADAM9;SAA1;RPS27A;ITGB3;GADD45B;WNT5A;TGFBR1;THBS1;FGF2,PRKACB;PAK2;RAP1A;PINK1;MAP2K5;CRKL;FGF1;IL1B;UBE2N;PRKAA1;TAB3;MAP2K3;IGF2;PRKAR1A
positive regulation of protein kinase activity (GO:0045860),0.6777903975925088,1.0643767667139945,0.198,0.8295150570678163,173,31,PIH1D1;CCR7;PAK2;RAP1A;MAP2K5;PRKAG1;IQGAP1;RAPGEF2;MAP2K3;MAP2K4;VAPB;SRC;UNC119;CALM3;CALM1;OXSR1;MT-RNR1;RHOA;MAP2K1;PDCD10;RPLP1;CDKN1A;TGFB2;MAP3K8;TAB2;VEGFA;RASSF2;GAS6;CALM2;ITGB3;CYR61,PIH1D1;CCR7;PAK2;RAP1A;MAP2K5;PRKAG1;IQGAP1;RAPGEF2;MAP2K3
regulation of protein ubiquitination (GO:0031396),0.6913703013438934,1.0602440576961163,0.263,0.8342248070975128,102,17,PHF23;PINK1;UBE2N;WFS1;SMAD7;NXN;DERL1;MALT1;SPHK1;RPS3;OGT;FEM1B;ANGPT1;ISG15;DNAJB2;PTTG1IP;TGFBR1,PHF23;PINK1;UBE2N;WFS1
negative regulation of cytokine production (GO:0001818),0.6940755377778484,1.0659083417792254,0.245,0.8342888490797785,111,20,PDCD4;RAC1;CD274;ITCH;PDCD1LG2;DDX58;PPP1R11;ZC3H12A;SELENOS;TAX1BP1;TWSG1;AXL;UBC;UBA52;GAS6;ISG15;SARS;RPS27A;SRGN;THBS1,PDCD4;RAC1;CD274
positive regulation of nucleic acid-templated transcription (GO:1903508),0.6485322775061532,1.0535467940660213,0.15,0.8376774620559302,503,71,CDK7;SS18;TGFB1I1;SETD3;EPC1;RSF1;FBXW11;PPARD;IL1B;KMT2E;NFE2L2;ZXDA;NFATC1;MED14;ARNTL;FOXO3;MYC;RUNX1;RNF4;IRF7;MAP2K3;GATA6;WAC;ELF3;ID2;NRIP1;NPM1;RELA;PSEN1;YWHAH;NFE2L1;KDM3A;FANK1;IGF1;SFRP1;SMARCA1;MT3;SNAI1;FZD1;SHC1;MLLT3;MBD4;ARNT2;NPAS2;MAP2K1;YAP1;EDF1;CALCOCO1;CITED2;FOXN3;HIF1A;ETS1;COL1A1;PIAS2;TEAD1;DAB2;MYOCD;STAT1;FHL2;RNF187;RORA;HAS3;PICALM;ATF5;ZNF281;WNT5A;ATF4;TGFBR1;INHBA;FGF2;IL6,CDK7;SS18;TGFB1I1;SETD3;EPC1;RSF1;FBXW11;PPARD;IL1B;KMT2E;NFE2L2;ZXDA;NFATC1;MED14;ARNTL;FOXO3;MYC;RUNX1;RNF4;IRF7;MAP2K3;GATA6;WAC;ELF3;ID2;NRIP1
regulation of protein kinase activity (GO:0045859),0.6764190390794353,1.0611665416848985,0.21,0.8383682511500246,148,28,CCR7;PAK2;RAP1A;PODNL1;PRKAG1;GNAQ;IQGAP1;YWHAG;RAPGEF2;MAP2K3;TRIB2;PODN;THY1;ASPN;DEPTOR;TAF7;GSTP1;QARS;WARS;RPLP1;TRIB3;CDKN1A;TAB2;BGN;RASSF2;GAS6;HSPB1;CYR61,CCR7;PAK2;RAP1A;PODNL1;PRKAG1;GNAQ;IQGAP1;YWHAG;RAPGEF2;MAP2K3
regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618),0.6884112944772673,1.061565093150752,0.246,0.8415034067200453,94,20,BAG3;UBE2D2;ATF3;NFE2L2;PSME4;PSMF1;ELOB;HMOX1;HIF1AN;PSMD8;UBE2D3;MUC1;EPAS1;HIF1A;EGLN1;UBC;VEGFA;UBA52;RPS27A;ATF4,BAG3;UBE2D2;ATF3;NFE2L2;PSME4;PSMF1
